Forma;Lemma originale;Lemma corretto;Postag originale;Postag corretto;Tipo modifica
ἐνεχείρει;['ἐγχειρέω', 'ἐν-χειρέω'];['ἐγχειρέω'];['v3siia---'];['v3siia---'];lemma
ἐνεχείρησέ;['ἐν-χειρέω'];['ἐγχειρέω'];['v3saia---'];['v3saia---'];lemma
ἐνεχείρησαν;['ἐν-χειρέω'];['ἐγχειρέω'];['v3paia---'];['v3paia---'];lemma
ἐνεχείρησε;['ἐν-χειρέω'];['ἐγχειρέω'];['v3saia---'];['v3saia---'];lemma
ἐνεχείρησ᾽;['ἐν-χειρέω'];['ἐγχειρέω'];['v1saia---'];['v1saia---'];lemma
ἐνεχείρουν;['ἐν-χειρέω', 'ἐν-χειρόω'];['ἐγχειρέω'];['v3piia---'];['v3piia---'];lemma
ἐνεχειρήσαμεν;['ἐν-χειρέω'];['ἐγχειρέω'];['v1paia---'];['v1paia---'];lemma
ἐνηκολάσταινον;['ἐν-ἀκολασταίνω'];['ἐνακολασταίνω'];['v3piia---'];['v3piia---'];lemma
ἐνοφείλεσθαι;['ἐν-ὀφείλω'];['ἐνοφείλω'];['v--pne---'];['v--pne---'];lemma
ἐνοῦσι;['ἐν-εἰμί'];['ἔνειμι'];['v-pppamd-'];['v-pppamd-'];lemma
ἐνυπάρχει;['ἐν-ὑπάρχω'];['ἐνυπάρχω'];['v3spia---'];['v3spia---'];lemma
ἐνυπάρχειν;['ἐν-ὑπάρχω'];['ἐνυπάρχω'];['v--pna---'];['v--pna---'];lemma
ἐνόντα;['ἐν-εἰμί'];['ἔνειμι'];['v-pppana-', 'v-sppama-'];['v-pppana-', 'v-sppama-'];lemma
ἐνόντες;['ἐν-εἰμί'];['ἔνειμι'];['v-pppamn-'];['v-pppamn-'];lemma
ἐνόντων;['ἐν-εἰμί'];['ἔνειμι'];['v-pppamg-', 'v-pppang-'];['v-pppamg-', 'v-pppang-'];lemma
ἐνὸν;['ἐν-εἰμί'];['ἔνειμι'];['v-sppana-'];['v-sppana-'];lemma
ἐνῆν;['ἐν-εἰμί', 'ἔνειμι'];['ἔνειμι'];['v1siia---', 'v3siia---'];['v1siia---', 'v3siia---'];lemma
ἐνῆσαν;['ἐν-εἰμί'];['ἔνειμι'];['v3piia---'];['v3piia---'];lemma
ἐξέδραμεν;['ἐκδιδράσκω'];['ἐκτρέχω'];['v1paia---'];['v1paia---'];lemma
ἐξέλεξαν;['ἐκ-λέγω3'];['ἐκλέγω'];['v3paia---'];['v3paia---'];lemma
ἐξέλεξε;['ἐκ-λέγω3'];['ἐκλέγω'];['v3saia---'];['v3saia---'];lemma
ἐξέπιπτον;['ἐκπίτνω'];['ἐκπίπτω'];['v3piia---'];['v3piia---'];lemma
ἐξίασιν;['ἔξειμι2'];['ἔξειμι'];['v3ppia---'];['v3ppia---'];lemma
ἐξίητε;['ἔξειμι2'];['ἔξειμι'];['v2ppsa---'];['v2ppsa---'];lemma
ἐξίναι;['ἔξειμι2'];['ἔξειμι'];['v--pna---'];['v--pna---'];lemma
ἐξίοι;['ἐξέρχομαι', 'ἔξειμι2'];['ἔξειμι'];['v3spoa---'];['v3spoa---'];lemma
ἐξίτω;['ἔξειμι2'];['ἔξειμι'];['v3spma---'];['v3spma---'];lemma
ἐξίωσιν;['ἔξεστι'];['ἔξειμι'];['v3ppsa---'];['v3ppsa---'];lemma
ἐξαίρετοι;['ἐξαιρετός'];['ἐξαίρετος'];['a-p---fn-'];['a-p---fn-'];lemma
ἐξαίρετον;['ἐξαιρετός'];['ἐξαίρετος'];['a-s---fa-', 'a-s---na-'];['a-s---fa-', 'a-s---na-'];lemma
ἐξανέπεισε;['ἐκ-ἀναπείθω'];['ἐξαναπείθω'];['v3saia---'];['v3saia---'];lemma
ἐξείη;['ἔξεστι'];['ἔξειμι'];['v3spoa---'];['v3spoa---'];lemma
ἐξεβαρβαρώθη;['ἐκ-βαρβαρόω'];['ἐκβαρβαρόω'];['v3saip---'];['v3saip---'];lemma
ἐξεδυσώπησεν;['ἐκ-δυσωπέω'];['ἐκδυσωπέω'];['v3saia---'];['v3saia---'];lemma
ἐξειπεῖν;['ἐξεῖπον'];['ἐκλέγω'];['v--ana---'];['v--ana---'];lemma
ἐξελάσας;['ἐξαιρέω', 'ἐξελαύνω'];['ἐξελαύνω'];['v-papafa-', 'v-sapamn-'];['v-papafa-', 'v-sapamn-'];lemma
ἐξελιμνώθη;['ἐκ-λιμνόομαι'];['ἐκλιμνόομαι'];['v3saie---'];['v3saie---'];lemma
ἐξελιπάρησαν;['ἐκ-λιπαρέω'];['ἐκλιπαρέω'];['v3paia---'];['v3paia---'];lemma
ἐξεπεπτώκει;['ἐκπίτνω'];['ἐκπίπτω'];['v3slia---'];['v3slia---'];lemma
ἐξεπράυνε;['ἐκ-πραύνω'];['ἐκπραύνω'];['v3saia---'];['v3saia---'];lemma
ἐξεπύρσευον;['ἐκ-πυρσεύω'];['ἐκπυρσεύω'];['v3piia---'];['v3piia---'];lemma
ἐξεφυλλοφόρησε;['ἐκ-φυλλοφορέω'];['ἐκφυλλοφορέω'];['v3saia---'];['v3saia---'];lemma
ἐξεφόρει;['ἐκ-ἐποράω'];['ἐξεφοράω'];['v3siia---'];['v3siia---'];lemma
ἐξεῖναί;['ἔξεστι'];['ἔξειμι'];['v--pna---'];['v--pna---'];lemma
ἐξεῖναι;['ἐξίημι', 'ἔξεστι'];['ἐξίημι', 'ἔξειμι'];['v--ana---', 'v--pna---'];['v--ana---', 'v--pna---'];lemma
ἐξιέναι;['ἐξίημι', 'ἔξειμι2'];['ἐξίημι', 'ἔξειμι'];['v--pna---'];['v--pna---'];lemma
ἐξιοῦσι;['ἔξειμι2'];['ἔξειμι'];['v-pppamd-'];['v-pppamd-'];lemma
ἐξιοῦσιν;['ἔξειμι2'];['ἔξειμι'];['v-pppamd-'];['v-pppamd-'];lemma
ἐξιόν;['ἔξειμι2'];['ἔξειμι'];['v-sppana-'];['v-sppana-'];lemma
ἐξιόντα;['ἔξειμι2', 'ἔξεστι'];['ἔξειμι', 'ἔξεστι'];['v-sppama-'];['v-sppama-'];lemma
ἐξιόντας;['ἐξέρχομαι', 'ἔξειμι2', 'ἔξεστι'];['ἐξέρχομαι', 'ἔξειμι', 'ἔξεστι'];['v-pppama-'];['v-pppama-'];lemma
ἐξιόντι;['ἔξειμι2'];['ἔξειμι'];['v-sppamd-'];['v-sppamd-'];lemma
ἐξιόντων;['ἔξειμι2', 'ἔξεστι'];['ἔξειμι', 'ἔξεστι'];['v-pppamg-'];['v-pppamg-'];lemma
ἐξιὼν;['ἔξειμι2'];['ἔξειμι'];['v-sppamn-'];['v-sppamn-'];lemma
ἐξόδου;['ἔξοδος1'];['ἔξοδος'];['n-s---fg-'];['n-s---fg-'];lemma
ἐξόδους;['ἔξοδος1'];['ἔξοδος'];['n-p---fa-'];['n-p---fa-'];lemma
ἐξόδῳ;['ἔξοδος1', 'ἔξοδος2'];['ἔξοδος'];['a-s---md-', 'n-s---fd-'];['a-s---md-', 'n-s---fd-'];lemma
ἐξὸν;['ἔξεστι'];['ἔξειμι'];['v-sppana-', 'v-sppann-'];['v-sppana-', 'v-sppann-'];lemma
ἐξῄει;['ἔξειμι2'];['ἔξειμι'];['v3siia---'];['v3siia---'];lemma
ἐξῄεσαν;['ἔξειμι2'];['ἔξειμι'];['v3piia---'];['v3piia---'];lemma
ἐξῆθε;['ἐκ-ἔθω'];['ἐξέθω'];['v3siia---'];['v3siia---'];lemma
ἐξῆν;['ἔξεστι'];['ἔξειμι'];['v1siia---', 'v3piia---', 'v3siia---'];['v1siia---', 'v3piia---', 'v3siia---'];lemma
ἐξῇσαν;['ἔξειμι1', 'ἔξειμι2'];['ἔξειμι'];['v3piia---'];['v3piia---'];lemma
ἐξῇτε;['ἔξειμι2'];['ἔξειμι'];['v2piia---'];['v2piia---'];lemma
ἐξῳκειωμένος;['ἐκ-οἰκειόω'];['ἐξοἰκειόω'];['v-srpemn-'];['v-srpemn-'];lemma
ἐπέλεξε;['ἐπί-λέγω1', 'ἐπί-λέγω3'];['ἐπιλέγω'];['v3saia---'];['v3saia---'];lemma
ἐπέρα;['περάω1'];['περάω'];['v3siia---'];['v3siia---'];lemma
ἐπέσπαιρεν;['ἐπί-σπαίρω'];['ἐπισπαίρω'];['v3siia---'];['v3siia---'];lemma
ἐπίοι;['ἔπειμι2'];['ἔπειμι'];['v3spoa---'];['v3spoa---'];lemma
ἐπίπλουν;['ἐπίλοος', 'ἐπίπλοος', 'ἐπίπλοος2'];['ἐπίλοος', 'ἐπίπλοος'];['n-s---ma-'];['n-s---ma-'];lemma
ἐπίπλους;['ἐπίπλοος2'];['ἐπίπλοος'];['n-p---ma-'];['n-p---ma-'];lemma
ἐπίσημον;['ἐπίσημον', 'ἐπίσημος'];['ἐπίσημον'];['a-s---fa-', 'n-s---na-'];['a-s---fa-', 'n-s---na-'];lemma
ἐπίσκοπος;['ἐπίσκοπος1'];['ἐπίσκοπος'];['n-s---mn-'];['n-s---mn-'];lemma
ἐπίστανται;['ἐφίστημι'];['ἐπίσταμαι'];['v3ppie---'];['v3ppie---'];lemma
ἐπίστασθαι;['ἐπίσταμαι', 'ἐφίστημι'];['ἐπίσταμαι'];['v--pne---'];['v--pne---'];lemma
ἐπίστασθε;['ἐπίσταμαι', 'ἐφίστημι'];['ἐπίσταμαι'];['v2piie---', 'v2ppie---', 'v2ppme---'];['v2piie---', 'v2ppie---', 'v2ppme---'];lemma
ἐπίχειρα;['ἐπίχειρα'];['ἐπίχειρον'];['n-p---na-'];['n-p---na-'];lemma
ἐπίωσι;['ἔπειμι1'];['ἔπειμι'];['v3ppsa---'];['v3ppsa---'];lemma
ἐπαίσατο;['παίω1'];['παίω'];['v3saim---'];['v3saim---'];lemma
ἐπαγορίας;['ἐπηγορία'];['ἐπαγορία'];['n-s---fg-'];['n-s---fg-'];lemma
ἐπαείρας;['ἐπί-ἀείρω'];['ἐπαίρω'];['v-sapamn-'];['v-sapamn-'];lemma
ἐπαείροντα;['ἐπί-ἀείρω'];['ἐπαίρω'];['v-pppann-'];['v-pppann-'];lemma
ἐπαερθεὶς;['ἐπί-ἀείρω'];['ἐπαίρω'];['v-sappmn-'];['v-sappmn-'];lemma
ἐπαερθῇς;['ἐπί-ἀείρω'];['ἐπαίρω'];['v2sasp---'];['v2sasp---'];lemma
ἐπανῃρέθη;['ἐπαναιρέομαι'];['ἐπαναιρέω'];['v3saip---'];['v3saip---'];lemma
ἐπαπερειδόμενος;['ἐπί-ἀπερείδω'];['ἐπαπερείδομαι'];['v-sppemn-'];['v-sppemn-'];lemma
ἐπαποστέλλει;['ἐπί-ἀποστέλλω'];['ἐπαποστέλλω'];['v3spia---'];['v3spia---'];lemma
ἐπαποστέλλων;['ἐπί-ἀποστέλλω'];['ἐπαποστέλλω'];['v-sppamn-'];['v-sppamn-'];lemma
ἐπαποστεῖλαί;['ἐπί-ἀποστέλλω'];['ἐπαποστέλλω'];['v--ana---'];['v--ana---'];lemma
ἐπαποστεῖλαι;['ἐπί-ἀποστέλλω'];['ἐπαποστέλλω'];['v--ana---'];['v--ana---'];lemma
ἐπαρεῖτε;['πάρειμι1'];['πάρειμι'];['v2ppoa---'];['v2ppoa---'];lemma
ἐπαύσατο;['παύω', 'ἐπαύω'];['παύω'];['v3saim---'];['v3saim---'];lemma
ἐπείπερ;['ἐπεί', 'ἐπείπερ'];['ἐπεί'];['c--------'];['c--------'];lemma
ἐπεβεβαίωσεν;['ἐπί-βεβαιόω'];['ἐπιβεβαιόω'];['v3saia---'];['v3saia---'];lemma
ἐπεδημηγόρησε;['ἐπί-δημηγορέω'];['ἐπιδημηγορέω'];['v3saia---'];['v3saia---'];lemma
ἐπειδή;['ἐπεί', 'ἐπειδή'];['ἐπειδή'];['c--------'];['c--------'];lemma
ἐπειδήπερ;['ἐπεί'];['ἐπειδήπερ'];['c--------', 'd--------'];['c--------', 'd--------'];lemma
ἐπεισεκόμισαν;['ἐπί-εἰσκομίζω'];['ἐπεισκομίζω'];['v3paia---'];['v3paia---'];lemma
ἐπεισχυθείσης;['ἐπί-εἰσχέω'];['ἐπεισχέω'];['v-sappfg-'];['v-sappfg-'];lemma
ἐπεκούρουν;['ἐπί-ἐπικουρέω'];['ἐπικουρέω'];['v3piia---'];['v3piia---'];lemma
ἐπεκυλίνδουν;['ἐπί-κυλινδέω'];['ἐπικυλινδέω'];['v3piia---'];['v3piia---'];lemma
ἐπεξεκούφισεν;['ἐπί-ἐκκουφίζω'];['ἐπεκκουφίζω'];['v3saia---'];['v3saia---'];lemma
ἐπεξιέναι;['ἐπέξειμι', 'ἐπεξέρχομαι'];['ἐπέξειμι'];['v--pna---'];['v--pna---'];lemma
ἐπεπτώκει;['πίπτω'];['ἐπιπίπτω'];['v3slia---'];['v3slia---'];lemma
ἐπεστρατοπέδευσαν;['ἐπί-στρατοπεδεύω'];['ἐπιστρατοπεδεύω'];['v3paia---'];['v3paia---'];lemma
ἐπετρόπευεν;['ἐπί-τροπεύω'];['ἐπιτροπεύω'];['v3siia---'];['v3siia---'];lemma
ἐπετρόπευον;['ἐπί-τροπεύω'];['ἐπιτροπεύω'];['v3piia---'];['v3piia---'];lemma
ἐπετρόπευσε;['ἐπί-τροπεύω'];['ἐπιτροπεύω'];['v3saia---'];['v3saia---'];lemma
ἐπεῖδον;['ἐπεῖδον'];['ἐφοράω'];['v1saia---', 'v3paia---'];['v1saia---', 'v3paia---'];lemma
ἐπεῖχε;['ἐπώχατο'];['ἐπέχω'];['v3siia---'];['v3siia---'];lemma
ἐπηγορέων;['ἐπί-ἠγορέω'];['ἐπηγορέω'];['v-sppamn-'];['v-sppamn-'];lemma
ἐπιέναι;['ἔπειμι2'];['ἔπειμι'];['v--pna---'];['v--pna---'];lemma
ἐπιέσται;['ἔπειμι1'];['ἔπειμι'];['v3sfim---'];['v3sfim---'];lemma
ἐπιβλαστάνουσαν;['ἐπί-βλαστάνω'];['ἐπιβλαστάνω'];['v-sppafa-'];['v-sppafa-'];lemma
ἐπιβλαστανούσης;['ἐπί-βλαστάνω'];['ἐπιβλαστάνω'];['v-sppafg-'];['v-sppafg-'];lemma
ἐπιθύειν;['ἐπιθύω1'];['ἐπιθύω'];['v--pna---'];['v--pna---'];lemma
ἐπικίρναται;['ἐπί-κιρνάω'];['ἐπικιρνάω'];['v3spie---'];['v3spie---'];lemma
ἐπικαθήμενον;['ἐπί-κάθημαι', 'ἐπικάθημαι'];['ἐπικάθημαι'];['v-srpema-', 'v-srpmma-'];['v-srpema-', 'v-srpmma-'];lemma
ἐπικαθεσταμένους;['ἐπί-καθίστημι'];['ἐπικαθίστημι'];['v-prpema-'];['v-prpema-'];lemma
ἐπικαθημένη;['ἐπί-κάθημαι'];['ἐπικάθημαι'];['v-srpmfn-'];['v-srpmfn-'];lemma
ἐπικαθισταμένους;['ἐπί-καθίστημι'];['ἐπικαθίστημι'];['v-pppema-'];['v-pppema-'];lemma
ἐπικατέσεισεν;['ἐπί-κατασείω'];['ἐπικατασείω'];['v3saia---'];['v3saia---'];lemma
ἐπικατέσκαψαν;['ἐπί-κατασκάπτω'];['ἐπικατασκάπτω'];['v3paia---'];['v3paia---'];lemma
ἐπικατέστησαν;['ἐπί-καθίστημι'];['ἐπικαθίστημι'];['v3paia---'];['v3paia---'];lemma
ἐπικατασείων;['ἐπί-κατασείω'];['ἐπικατασείω'];['v-sppamn-'];['v-sppamn-'];lemma
ἐπικατασκάπτει;['ἐπί-κατασκάπτω'];['ἐπικατασκάπτω'];['v3spia---'];['v3spia---'];lemma
ἐπικατασπείσαντος;['ἐπί-κατασπένδω'];['ἐπικατασπένδω'];['v-sapamg-'];['v-sapamg-'];lemma
ἐπικατασταθεὶς;['ἐπί-καθίστημι'];['ἐπικαθίστημι'];['v-sappmn-'];['v-sappmn-'];lemma
ἐπικλεῖσαι;['ἐπικλείω1'];['ἐπικλείω'];['v--ana---'];['v--ana---'];lemma
ἐπικουρήσειν;['ἐπί-ἐπικουρέω'];['ἐπικουρέω'];['v--fna---'];['v--fna---'];lemma
ἐπικουρεῖν;['ἐπί-ἐπικουρέω'];['ἐπικουρέω'];['v--pna---'];['v--pna---'];lemma
ἐπικουρησόντων;['ἐπί-ἐπικουρέω'];['ἐπικουρέω'];['v-pfpang-'];['v-pfpang-'];lemma
ἐπικουρούντων;['ἐπί-ἐπικουρέω'];['ἐπικουρέω'];['v-pppamg-'];['v-pppamg-'];lemma
ἐπικουρῆσαι;['ἐπί-ἐπικουρέω'];['ἐπικουρέω'];['v--ana---'];['v--ana---'];lemma
ἐπικουρῇ;['ἐπί-ἐπικουρέω'];['ἐπικουρέω'];['v3spsa---'];['v3spsa---'];lemma
ἐπικουρῶν;['ἐπί-ἐπικουρέω'];['ἐπικουρέω'];['v-sppamn-'];['v-sppamn-'];lemma
ἐπιλέξαντες;['ἐπί-λέγω3'];['ἐπιλέγω'];['v-papamn-'];['v-papamn-'];lemma
ἐπινήψας;['ἐπί-νήφω'];['ἐπινήφω'];['v-sapamn-'];['v-sapamn-'];lemma
ἐπινεῦσαι;['ἐπινάω'];['ἐπινεύω'];['v-pppafn-'];['v-pppafn-'];lemma
ἐπιούσας;['ἔπειμι2'];['ἔπειμι'];['v-pppafa-'];['v-pppafa-'];lemma
ἐπιούσης;['ἐπέρχομαι', 'ἔπειμι1', 'ἔπειμι2'];['ἔπειμι'];['v-sppafg-'];['v-sppafg-'];lemma
ἐπιούσῃ;['ἔπειμι1'];['ἔπειμι'];['v-sppafd-'];['v-sppafd-'];lemma
ἐπιοῦσαν;['ἐπέρχομαι', 'ἔπειμι1', 'ἔπειμι2'];['ἔπειμι'];['v-sppafa-'];['v-sppafa-'];lemma
ἐπιπαραγινόμενον;['ἐπί-παραγίγνομαι'];['ἐπιπαραγίγνομαι'];['v-sppema-'];['v-sppema-'];lemma
ἐπιπαριόντας;['ἐπιπάρειμι2'];['ἐπιπάρειμι'];['v-pppama-'];['v-pppama-'];lemma
ἐπιπαριὼν;['ἐπιπάρειμι2'];['ἐπιπάρειμι'];['v-sppamn-'];['v-sppamn-'];lemma
ἐπιπηττόντων;['ἐπί-πήσσω'];['ἐπιπήσσω'];['v-pppamg-'];['v-pppamg-'];lemma
ἐπιστάμενος;['ἐπίσταμαι', 'ἐπιστάζω', 'ἐφίστημι'];['ἐπίσταμαι'];['v-sfpmmn-', 'v-sppemn-'];['v-sfpmmn-', 'v-sppemn-'];lemma
ἐπισταμένην;['ἐφίστημι'];['ἐπίσταμαι'];['v-sppefa-'];['v-sppefa-'];lemma
ἐπισταμένου;['ἐφίστημι'];['ἐπίσταμαι'];['v-sppemg-'];['v-sppemg-'];lemma
ἐπισυλλέξας;['ἐπί,σύν-λέγω1'];['ἐπισυλλέγω'];['v-sapamn-'];['v-sapamn-'];lemma
ἐπισυλλεγόμενον;['ἐπί,σύν-λέγω1'];['ἐπισυλλέγω'];['v-sppenn-'];['v-sppenn-'];lemma
ἐπισυνήρτυεν;['ἐπί,σύν-ἀρτύω'];['ἐπισυναρτύω'];['v3siia---'];['v3siia---'];lemma
ἐπισυνιστάντα;['ἐπί-συνίστημι'];['ἐπισυνίστημι'];['v-sppama-'];['v-sppama-'];lemma
