;form;lemmi;postag
630;δικαίαν;['δίκαιος'];['a-s---fa-']
631;δικαιότερον;['δίκαιος'];['a-s---nac']
632;διὸ;['διό'];['d--------']
633;διώκειν;['διώκω'];['v--pna---']
634;δι’;['διά'];['r--------']
635;δόξαν;['δόξα'];['n-s---fa-']
636;δόξῃ;['δόξα'];['n-s---fd-']
637;δόξης;['δόξα'];['n-s---fg-']
638;δόρατι;['δόρυ'];['n-s---nd-']
639;δοκεῖν;['δοκέω'];['v--pna---']
640;δοκοῦν;['δοκέω'];['v-sppana-']
641;δοκοῦντα;['δοκέω'];['v-sppama-']
642;δολερὸν;['δολερός'];['a-s---na-']
643;δορυφόρους;['δορυφόρος'];['a-p---ma-']
644;δοτέον;['δίδωμι'];['a-s---nn-']
645;δούλους;['δοῦλος'];['n-p---ma-']
646;δοῦναι;['δίδωμι'];['v--ana---']
647;δουλεύομεν;['δουλεύω'];['v1ppia---']
648;δουλεύοντες;['δουλεύω'];['v-pppamn-']
649;δράκοντος;['δράκων'];['n-s---mg-']
650;δρασμοῦ;['δρασμός'];['n-s---mg-']
651;δύναμιν;['δύναμις'];['n-s---fa-']
652;δύνασαι;['δύναμαι'];['v2spim---']
653;δύνασθε;['δύναμαι'];['v2ppim---']
654;δύο;['δύο'];['m--------']
655;δύσεργον;['δύσεργος'];['a-s---fa-']
656;δυνάμενος;['δύναμαι'];['v-sppmmn-']
657;δυναμένην;['δύναμαι'];['v-sppmfa-']
658;δυναμένοις;['δύναμαι'];['v-pppmmd-']
659;δυνατὸν;['δυνατός'];['a-s---ma-']
660;δυνατός;['δυνατός'];['a-s---mn-']
661;δυνατοὶ;['δυνατός'];['a-p---mn-']
662;δυνατοῖς;['δυνατός'];['a-p---md-']
663;δυνατῶν;['δυνατός'];['a-p---ng-']
664;δυνηθέντος;['δύναμαι'];['v-sappmg-']
665;δυσμενείας;['δυσμένεια'];['n-s---fg-']
666;δυσχεραινόμενος;['δυσχεραίνω'];['v-sppmmn-']
667;δ’;['δέ'];['c--------']
668;ἔγνωσαν;['γιγνώσκω'];['v3paia---']
669;ἔγραφεν;['γράφω'];['v3siia---']
670;ἔγραψεν;['γράφω'];['v3saia---']
671;ἔδωκεν;['δίδωμι'];['v3saia---']
672;ἔκ;['ἐκ'];['r--------']
673;ἔλαθον;['λανθάνω'];['v3paia---']
674;ἔλεός;['ἔλεος'];['n-s---nn-']
675;ἔλεος;['ἔλεος'];['n-s---nn-']
676;ἔλθῃ;['ἔρχομαι'];['v3sasa---']
677;ἔλθοι;['ἔρχομαι'];['v3saoa---']
678;ἔμπροσθεν;['ἔμπροσθεν'];['r--------']
679;ἔν;['ἐν'];['r--------']
680;ἔναγχος;['ἔναγχος'];['d--------']
681;ἔνδον;['ἔνδον'];['d--------']
682;ἔνδοξον;['ἔνδοξος'];['a-s---na-']
683;ἔνθεν;['ἔνθεν'];['d--------']
684;ἔξω;['ἔξω'];['d--------']
685;ἔξωθεν;['ἔξωθεν'];['d--------']
686;ἔοικε;['ἔοικα'];['v3sria---']
687;ἔπειθε;['πείθω'];['v3siia---']
688;ἔπειθεν;['πείθω'];['v3siia---']
689;ἔπεισε;['πείθω'];['v3saia---']
690;ἔπεισεν;['πείθω'];['v3saia---']
691;ἔπραξεν;['πράσσω'];['v3saia---']
692;ἔργα;['ἔργον'];['n-p---na-']
693;ἔργον;['ἔργον'];['n-s---na-']
694;ἔργων;['ἔργον'];['n-p---ng-']
695;ἔρημον;['ἐρῆμος'];['a-s---na-']
696;ἔσεσθαι;['εἰμί'];['v--fnm---']
697;ἔσοιτο;['εἰμί'];['v3sfom---']
698;ἔστι;['εἰμί'];['v3spia---']
699;ἔσχατα;['ἔσχατος'];['a-p---na-']
700;ἔσχε;['ἔχω'];['v3saia---']
701;ἔσχεν;['ἔχω'];['v3saia---']
702;ἔσω;['ἔσω'];['d--------']
703;ἔταξε;['τάσσω'];['v3saia---']
704;ἔτι;['ἔτι'];['d--------']
705;ἔτος;['ἔτος'];['n-s---na-']
706;ἔτρεφε;['τρέφω'];['v3siia---']
707;ἔφασαν;['φημί'];['v3piia---']
708;ἔφη;['φημί'];['v3siia---']
709;ἔφησεν;['φημί'];['v3saia---']
710;ἔφοροι;['ἔφορος'];['n-p---mn-']
711;ἔφορον;['ἔφορος'];['n-s---ma-']
712;ἔχει;['ἔχω'];['v3spia---']
713;ἔχειν;['ἔχω'];['v--pna---']
714;ἔχοντας;['ἔχω'];['v-pppama-']
715;ἔχοντες;['ἔχω'];['v-pppamn-']
716;ἔχοντος;['ἔχω'];['v-sppang-']
717;ἔχουσα;['ἔχω'];['v-sppafn-']
718;ἔχουσαν;['ἔχω'];['v-sppafa-']
719;ἔχουσιν;['ἔχω'];['v3ppia---']
720;ἔχων;['ἔχω'];['v-sppamn-']
721;ἐὰν;['ἐάν'];['c--------']
722;ἐᾷ;['ἐάω'];['v3spia---']
723;ἐᾶν;['ἐάω'];['v--pna---']
724;ἐβασίλευον;['βασιλεύω'];['v3piia---']
725;ἐβασίλευσαν;['βασιλεύω'];['v3paia---']
726;ἐβασίλευσε;['βασιλεύω'];['v3saia---']
727;ἐβασίλευσεν;['βασιλεύω'];['v3saia---']
728;ἐβούλετο;['βούλομαι'];['v3siim---']
729;ἐγένοντο;['γίγνομαι'];['v3paim---']
730;ἐγενόμην;['γίγνομαι'];['v1saim---']
731;ἐγκαλλωπίζεσθαι;['ἐγκαλλωπίζομαι'];['v--pnm---']
732;ἐγκαταβιῶναι;['ἐγκαταβιόω'];['v--ana---']
733;ἐγκαταλιπεῖν;['ἐγκαταλείπω'];['v--ana---']
734;ἐγκεκλικότων;['ἐγκλίνω'];['v-prpamg-']
735;ἐγκύμονα;['ἐγκύμων'];['a-s---fa-']
736;ἐγχειρίσασα;['ἐγχειρίζω'];['v-sapafn-']
737;ἐγὼ;['ἐγώ'];['p-s---cn-']
738;ἐδέοντο;['δέω'];['v3piim---']
739;ἐδεῖτο;['δέω'];['v3siim---']
740;ἐδίδασκεν;['διδάσκω'];['v3siia---']
741;ἐδόκει;['δοκέω'];['v3siia---']
742;ἐδοκίμαζες;['δοκιμάζω'];['v2siia---']
743;ἐδυνήθησαν;['δύναμαι'];['v3paip---']
744;ἐδυσχέραινε;['δυσχεραίνω'];['v3siia---']
745;ἐζήτει;['ζητέω'];['v3siia---']
746;ἐθέλειν;['ἐθέλω'];['v--pna---']
747;ἐθέλοι;['ἐθέλω'];['v3spoa---']
748;ἐθεάσατο;['θεάομαι'];['v3saim---']
749;ἐθεράπευε;['θεραπεύω'];['v3siia---']
750;ἐκ;['ἐκ'];['r--------']
751;ἐκάθητο;['κάθημαι'];['v3siim---']
752;ἐκάλει;['καλέω'];['v3siia---']
753;ἐκαρποῦντο;['καρπέω'];['v3piim---']
754;ἐκβαλὼν;['ἐκβάλλω'];['v-sapamn-']
755;ἐκβεβαιοῦνται;['ἐκβεβαιόομαι'];['v3ppim---']
756;ἐκδιαίτησις;['ἐκδιαίτησις'];['n-s---fn-']
757;ἐκδὺς;['ἐκδύω'];['v-sapamn-']
758;ἐκέκτηντο;['κτάομαι'];['v3plim---']
759;ἐκέκτητο;['κτάομαι'];['v3slim---']
760;ἐκέλευε;['κελεύω'];['v3siia---']
761;ἐκέλευον;['κελεύω'];['v3piia---']
762;ἐκέλευσε;['κελεύω'];['v3saia---']
763;ἐκέλευσεν;['κελεύω'];['v3saia---']
764;ἐκείναις;['ἐκεῖνος'];['p-p---fd-']
765;ἐκείνῃ;['ἐκεῖνος'];['p-s---fd-']
766;ἐκείνην;['ἐκεῖνος'];['p-s---fa-']
767;ἐκείνης;['ἐκεῖνος'];['p-s---fg-']
768;ἐκείνου;['ἐκεῖνος'];['p-s---mg-', 'p-s---ng-']
769;ἐκείνους;['ἐκεῖνος'];['p-p---ma-']
770;ἐκείνῳ;['ἐκεῖνος'];['p-s---md-']
771;ἐκείνων;['ἐκεῖνος'];['p-p---mg-']
772;ἐκεῖ;['ἐκεῖ'];['d--------']
773;ἐκεῖθεν;['ἐκεῖθεν'];['d--------']
774;ἐκεῖνοι;['ἐκεῖνος'];['p-p---mn-']
775;ἐκεῖνον;['ἐκεῖνος'];['p-s---ma-']
776;ἐκίνει;['κινέω'];['v3siia---']
777;ἐκκαύσαντες;['ἐκκαίω'];['v-papamn-']
778;ἐκκλησίαν;['ἐκκλησία'];['n-s---fa-']
779;ἐκκομιζομένων;['ἐκκομίζω'];['v-pppmng-']
780;ἐκλελοιπυῖαν;['ἐκλείπω'];['v-srpafa-']
781;ἐκπίπτουσαι;['ἐκπίπτω'];['v-pppafn-']
782;ἐκτροπὴν;['ἐκτροπή'];['n-s---fa-']
783;ἐκτῶντο;['κτάομαι'];['v3piim---']
784;ἐκφέρει;['ἐκφέρω'];['v3spia---']
785;ἐλευθερίᾳ;['ἐλευθερία'];['n-s---fd-']
786;ἐλευθερίου;['ἐλευθέριος'];['a-s---fg-']
787;ἐλθὼν;['ἔρχομαι'];['v-sapamn-']
788;ἐλπίδας;['ἐλπίς'];['n-p---fa-']
789;ἐλπίζοντες;['ἐλπίζω'];['v-pppamn-']
790;ἐμαυτῆς;['ἐμαυτοῦ'];['p-s---fg-']
791;ἐμβάλλουσιν;['ἐμβάλλω'];['v3ppia---']
792;ἐμβάλλων;['ἐμβάλλω'];['v-sppamn-']
793;ἐμβαλοῦντες;['ἐμβάλλω'];['v-pfpamn-']
794;ἐμὲ;['ἐγώ'];['p-s---ca-']
795;ἐμμελῶς;['ἐμμελής'];['d--------']
796;ἐμοὶ;['ἐγώ'];['p-s---cd-']
797;ἐμφανῶς;['ἐμφανής'];['d--------']
798;ἐν;['ἐν'];['r--------']
799;ἐνδεξομένων;['ἐνδέχομαι'];['v-pfpmmg-']
800;ἐνδιδοὺς;['ἐνδίδωμι'];['v-sppamn-']
801;ἐνέβαλε;['ἐμβάλλω'];['v3saia---']
802;ἐνισταμένου;['ἐνίστημι'];['v-sppmmg-']
803;ἐννέα;['ἐννέα'];['m--------']
804;ἐννοήσασιν;['ἐννοέω'];['v-papamd-']
805;ἐνόμιζεν;['νομίζω'];['v3siia---']
806;ἐνταῦθα;['ἐνταῦθα'];['d--------']
807;ἐντέκωσι;['ἐντίκτω'];['v3pasa---']
808;ἐντεθραμμένος;['ἐντρέφω'];['v-srpmmn-']
809;ἐντετυχηκὼς;['ἐντυγχάνω'];['v-srpamn-']
810;ἐντὸς;['ἐντός'];['r--------']
811;ἐντρυφῶντας;['ἐντρυφάω'];['v-pppama-']
812;ἐντυγχάνων;['ἐντυγχάνω'];['v-sppamn-']
813;ἐξ;['ἐκ'];['r--------']
814;ἐξαγγελθέντος;['ἐξαγγέλλω'];['v-sappng-']
815;ἐξαμαρτάνοντας;['ἐξαμαρτάνω'];['v-pppama-']
816;ἐξαρπαγησομένου;['ἐξαρπάζω'];['v-sfppmg-']
817;ἐξαρτήσαντες;['ἐξαρτάω'];['v-papamn-']
818;ἐξέπεμπον;['ἐκπέμπω'];['v3piia---']
819;ἐξέπεσεν;['ἐκπίπτω'];['v3saia---']
820;ἐξέτεμε;['ἐκτέμνω'];['v3saia---']
821;ἐξεῖναι;['ἔξεστι'];['v--pna---']
822;ἐξεπλάγη;['ἐκπλήσσω'];['v3saip---']
823;ἐξισῶσαι;['ἐξισόω'];['v--ana---']
824;ἐξισωθῆναι;['ἐξισόω'];['v--anp---']
825;ἐξουσίαν;['ἐξουσία'];['n-s---fa-']
826;ἐξουσίας;['ἐξουσία'];['n-s---fg-']
827;ἐπαίνοις;['ἔπαινος'];['n-p---md-']
828;ἐπαινέσας;['ἐπαινέω'];['v-sapamn-']
829;ἐπαινεῖς;['ἐπαινέω'];['v2spia---']
830;ἐπαιρόμεναι;['ἐπαίρω'];['v-pppmfn-']
831;ἐπακολουθοῦντες;['ἐπακολουθέω'];['v-pppamn-']
832;ἐπανέλθοι;['ἐπανέρχομαι'];['v3saoa---']
833;ἐπανέλθωσιν;['ἐπανέρχομαι'];['v3pasa---']
834;ἐπαρθεῖσαι;['ἐπαίρω'];['v-pappfn-']
835;ἐπαύσατο;['παύω'];['v3saim---']
836;ἐπέθηκε;['ἐπιτίθημι'];['v3saia---']
837;ἐπέλθωσιν;['ἐπέρχομαι'];['v3pasa---']
838;ἐπεβούλευε;['ἐπιβουλεύω'];['v3siia---']
839;ἐπεβούλευσεν;['ἐπιβουλεύω'];['v3saia---']
840;ἐπεδείξατο;['ἐπιδείκνυμι'];['v3saim---']
841;ἐπεὶ;['ἐπεί'];['c--------', 'g--------']
842;ἐπειδὴ;['ἐπειδή'];['c--------']
843;ἐπειρᾶτο;['πειράω'];['v3siim---']
844;ἐπεισῆλθε;['ἐπεισέρχομαι'];['v3saia---']
845;ἐπῆγον;['ἐπάγω'];['v3piia---']
846;ἐπῆλθεν;['ἐπέρχομαι'];['v3saia---']
847;ἐπηκολούθησεν;['ἐπακολουθέω'];['v3saia---']
848;ἐπηρμένον;['ἐπαίρω'];['v-srpmma-']
849;ἐπὶ;['ἐπί'];['r--------']
850;ἐπίδοξοι;['ἐπίδοξος'];['a-p---mn-']
851;ἐπίστευσεν;['πιστεύω'];['v3saia---']
852;ἐπιδοῦναι;['ἐπιδίδωμι'];['v--ana---']
853;ἐπιδοῦσαν;['ἐφοράω'];['v-sapafa-']
854;ἐπιδὼν;['ἐφοράω'];['v-sapamn-']
855;ἐπιθυμία;['ἐπιθυμία'];['n-s---fn-']
856;ἐπιθυμίας;['ἐπιθυμία'];['n-p---fa-']
857;ἐπιθυμοῦντα;['ἐπιθυμέω'];['v-sppama-']
858;ἐπικρινεῖς;['ἐπικρίνω'];['v2sfia---']
859;ἐπιλαβομένους;['ἐπιλαμβάνω'];['v-papmma-']
860;ἐπιλαμβάνεσθαι;['ἐπιλαμβάνω'];['v--pnm---']
861;ἐπιμεῖναι;['ἐπιμένω'];['v--ana---']
862;ἐπιπνοίᾳ;['ἐπίπνοια'];['n-s---fd-']
863;ἐπιποθοῦντος;['ἐπιποθέω'];['v-sppamg-']
864;ἐπιπρέψαι;['ἐπιπρέπω'];['v--ana---']
865;ἐπισταμένας;['ἐφίστημι'];['v-pppmfa-']
866;ἐπιστῆσαι;['ἐφίστημι'];['v--ana---']
867;ἐπισφαλές;['ἐπισφαλής'];['a-s---na-']
868;ἐπιτηδεύμασι;['ἐπιτήδευμα'];['n-p---nd-']
869;ἐπιτηρῶν;['ἐπιτηρέω'];['v-sppamn-']
870;ἐπιτρόπων;['ἐπίτροπος'];['a-p---mg-']
871;ἐπιτροπὴν;['ἐπιτροπή'];['n-s---fa-']
872;ἐπιφανὴς;['ἐπιφανής'];['a-s---fn-']
873;ἐπιφέρουσα;['ἐπιφέρω'];['v-sppafn-']
874;ἐπιχειρεῖ;['ἐπιχειρέω'];['v3spia---']
875;ἐποίησεν;['ποιέω'];['v3saia---']
876;ἐπολιτεύοντο;['πολιτεύω'];['v3piim---']
877;ἐπωθούντων;['ἐπωθέω'];['v-pppamg-']
878;ἐπ’;['ἐπί'];['r--------']
879;ἐρημίας;['ἐρημία'];['n-s---fg-']
880;ἐρίζῃ;['ἐρίζω'];['v3spsa---']
881;ἐρριμμένον;['ῥίπτω'];['v-srpmna-']
882;ἐσθῆτα;['ἐσθής'];['n-s---fa-']
883;ἐστὶ;['εἰμί'];['v3spia---']
884;ἐστὶν;['εἰμί'];['v3spia---']
885;ἐστιν;['εἰμί'];['v3spia---']
886;ἐτῶν;['ἔτος'];['n-p---ng-']
887;ἐφείδετο;['φείδομαι'];['v3siim---']
888;ἐφιέμενον;['ἐφίημι'];['v-sppmna-']
889;ἐφιλονείκησε;['φιλονεικέω'];['v3saia---']
890;ἐφόροις;['ἔφορος'];['n-p---md-']
891;ἐφόρους;['ἔφορος'];['n-p---ma-']
892;ἐφόρων;['ἔφορος'];['n-p---mg-']
893;ἐφορεύσας;['ἐφορεύω'];['v-sapamn-']
894;ἐφορεύσων;['ἐφορεύω'];['v-sfpamn-']
895;ἐφορεύων;['ἐφορεύω'];['v-sppamn-']
896;ἐφυβρίζων;['ἐφυβρίζω'];['v-sppamn-']
897;ἐχθροὶ;['ἐχθρός'];['a-p---mn-']
898;ἐχθρῶν;['ἐχθρός'];['a-p---mg-']
899;ἐχόντων;['ἔχω'];['v-pppamg-', 'v-pppang-']
900;ἐχούσης;['ἔχω'];['v-sppafg-']
901;ἓν;['εἷς'];['m-s---na-']
902;ἕκτος;['ἕκτος'];['a-s---mn-']
903;ἕνεκα;['ἕνεκα'];['r--------']
904;ἕξει;['ἔχω'];['v3sfia---']
905;ἕπεσθαι;['ἕπομαι'];['v--pnm---']
906;ἕτερον;['ἕτερος'];['p-s---na-']
907;ἕτερος;['ἕτερος'];['p-s---mn-']
908;ἑαυτῇ;['ἑαυτοῦ'];['p-s---fd-']
909;ἑαυτόν;['ἑαυτοῦ'];['p-s---ma-']
910;ἑαυτοὺς;['ἑαυτοῦ'];['p-p---ma-']
911;ἑαυτούς;['ἑαυτοῦ'];['p-p---ma-']
912;ἑαυτῷ;['ἑαυτοῦ'];['p-s---md-']
913;ἑκατὸν;['ἑκατόν'];['m--------']
914;ἑκουσίως;['ἑκούσιος'];['d--------']
915;ἑνὶ;['εἷς'];['m-s---nd-']
916;ἑξακόσια;['ἑξακόσιοι'];['m-p---na-']
917;ἑπτακοσίων;['ἑπτακόσιοι'];['m-p---mg-']
918;ἑτέρας;['ἕτερος'];['p-s---fg-']
919;ἑτέρους;['ἕτερος'];['p-p---ma-']
920;ἑωρακέναι;['ὁράω'];['v--rna---']
921;εἰ;['εἰ'];['c--------']
922;εἴσω;['εἴσω'];['d--------']
923;εἶδέ;['ὁράω'];['v3saia---']
924;εἶεν;['εἰμί'];['v3ppoa---']
925;εἶναι;['εἰμί'];['v--pna---']
926;εἶπεν;['λέγω'];['v3saia---']
927;εἶτα;['εἶτα'];['d--------']
928;εἶχεν;['ἔχω'];['v3siia---']
929;εἶχον;['ἔχω'];['v3piia---']
930;εἰδώλῳ;['εἴδωλον'];['n-s---nd-']
931;εἰκῇ;['εἰκῇ'];['d--------']
932;εἰκοστὸν;['εἰκοστός'];['a-s---na-']
933;εἰλικρινὲς;['εἰλικρινής'];['a-s---na-']
934;εἰμὶ;['εἰμί'];['v1spia---']
935;εἰπεῖν;['λέγω'];['v--ana---']
936;εἰπὼν;['λέγω'];['v-sapamn-']
937;εἰρωνείαν;['εἰρωνεία'];['n-s---fa-']
938;εἰς;['εἰς'];['r--------']
939;εἰσέφερε;['εἰσφέρω'];['v3siia---']
940;εἰσελθεῖν;['εἰσέρχομαι'];['v--ana---']
941;εἰσελθοῦσα;['εἰσέρχομαι'];['v-sapafn-']
942;εἰσήνεγκε;['εἰσφέρω'];['v3saia---']
943;εἰσῆλθον;['εἰσέρχομαι'];['v3paia---']
944;εἰσιν;['εἰμί'];['v3ppia---']
945;εἰώθει;['εἴωθα'];['v3slia---']
946;εἰώθεσαν;['εἴωθα'];['v3plia---']
947;εἷλκεν;['ἕλκω'];['v3siia---']
948;εἷς;['εἷς'];['m-s---mn-']
949;εἱρκτῆς;['εἱρκτή'];['n-s---fg-']
950;εὔνοιαν;['εὔνοια'];['n-s---fa-']
951;εὔρωστος;['εὔρωστος'];['a-s---mn-']
952;εὐάρμοστον;['εὐάρμοστος'];['a-s---ma-']
953;εὐαπολόγητον;['εὐαπολόγητος'];['a-s---na-']
954;εὐδαιμονιζομένης;['εὐδαιμονίζω'];['v-sppmfg-']
955;εὐδόκιμος;['εὐδόκιμος'];['a-s---mn-']
956;εὐθὺς;['εὐθύς'];['d--------']
957;εὐκόλως;['εὔκολος'];['d--------']
958;εὐλάβεια;['εὐλάβεια'];['n-s---fn-']
959;εὐπορίας;['εὐπορία'];['n-s---fg-']
960;εὐπρεπής;['εὐπρεπής'];['a-s---mn-']
961;εὐτελείᾳ;['εὐτέλεια'];['n-s---fd-']
962;εὐτύχημα;['εὐτύχημα'];['n-s---na-']
963;εὐφυΐᾳ;['εὐφυία'];['n-s---fd-']
964;ζεῦγος;['ζεῦγος'];['n-s---na-']
965;ζήλοις;['ζῆλος'];['n-p---md-']
966;ζῆλον;['ζῆλος'];['n-s---ma-']
967;ζῆλος;['ζῆλος'];['n-s---mn-']
968;ζῆν;['ζάω'];['v--pna---']
969;ζηλῶν;['ζηλέω'];['v-sppamn-']
970;ζηλωτὸς;['ζηλωτός'];['a-s---mn-']
971;ζητεῖν;['ζητέω'];['v--pna---']
972;ζῶν;['ζάω'];['v-sppamn-']
973;ζῶντα;['ζάω'];['v-sppama-']
974;ἢ;['ἤ'];['c--------']
975;ᾔσθηντο;['αἰσθάνομαι'];['v3plim---']
976;ἤδη;['ἤδη'];['d--------']
977;ἤθροιζε;['ἀθροίζω'];['v3siia---']
978;ἤλαυνεν;['ἐλαύνω'];['v3siia---']
979;ἤλπιζεν;['ἐλπίζω'];['v3siia---']
980;ἤρεσκεν;['ἀρέσκω'];['v3siia---']
981;ἦν;['εἰμί'];['v3siia---']
982;ἦρξε;['ἄρχω'];['v3saia---']
983;ἦσαν;['εἰμί'];['v3piia---']
984;ᾐσχύνθησαν;['αἰσχύνω'];['v3paip---']
985;ἠλινδημένῳ;['ἀλινδέω'];['v-srpmmd-']
986;ἠμφιέσθαι;['ἀμφιέννυμι'];['v--rnm---']
987;ἠπορημένος;['ἀπορέω'];['v-srpmmn-']
988;ἠρώτα;['ἐρωτάω'];['v3siia---']
989;ἠρώτησεν;['ἐρωτάω'];['v3saia---']
990;ἠσπάσαντο;['ἀσπάζομαι'];['v3paim---']
991;ἡ;['ὁ'];['l-s---fn-']
992;ἣν;['ὅς'];['p-s---fa-']
993;ἥ;['ὁ'];['l-s---fn-']
994;ἥκοι;['ἥκω'];['v3spoa---']
995;ἥν;['ὅς'];['p-s---fa-']
996;ἥψαντο;['ἅπτω'];['v3paim---']
997;ᾗ;['ὅς'];['p-s---fd-']
998;ἧς;['ὅς'];['p-s---fg-']
999;ἡγεῖσθαι;['ἡγέομαι'];['v--pnm---']
1000;ἡγεῖται;['ἡγέομαι'];['v3spim---']
1001;ἡγεῖτο;['ἡγέομαι'];['v3siim---']
1002;ἡγεμονίαν;['ἡγεμονία'];['n-s---fa-']
1003;ἡγήσατο;['ἡγέομαι'];['v3saim---']
1004;ἡγησόμενος;['ἡγέομαι'];['v-sfpmmn-']
1005;ἡγούμενον;['ἡγέομαι'];['v-sppmma-']
1006;ἡγῶνται;['ἡγέομαι'];['v3ppsm---']
1007;ἡδέως;['ἡδύς'];['d--------']
1008;ἡδονὰς;['ἡδονή'];['n-p---fa-']
1009;ἡλίκην;['ἡλίκος'];['p-s---fa-']
1010;ἡλικίᾳ;['ἡλικία'];['n-s---fd-']
1011;ἡλικίαν;['ἡλικία'];['n-s---fa-']
1012;ἡλικίας;['ἡλικία'];['n-s---fg-']
1013;ἡλωκόσι;['ἁλίσκομαι'];['v-prpamd-']
1014;ἡμᾶς;['ἐγώ'];['p-p---ca-']
1015;ἡμερώτατος;['ἥμερος'];['a-s---mns']
1016;ἡμῖν;['ἐγώ'];['p-p---cd-']
1017;ἡμῶν;['ἐγώ'];['p-p---cg-']
1018;ἡσυχίαν;['ἡσυχία'];['n-s---fa-']
1019;ἡττηθεὶς;['ἡσσάομαι'];['v-sapmmn-']
1020;θάνατον;['θάνατος'];['n-s---ma-']
1021;θάτερον;['ἕτερος'];['p-s---na-']
1022;θᾶσσον;['ταχύς'];['a-s---nac']
1023;θανατοῦσι;['θανατόω'];['v3ppia---']
1024;θαυμάζειν;['θαυμάζω'];['v--pna---']
1025;θαυμαζόντων;['θαυμάζω'];['v-pppamg-']
1026;θαυμασθεὶς;['θαυμάζω'];['v-sappmn-']
1027;θαυμαστοὺς;['θαυμαστός'];['a-p---ma-']
1028;θέαμα;['θέαμα'];['n-s---na-']
1029;θέλωσιν;['ἐθέλω'];['v3ppsa---']
1030;θεασαμένων;['θεάομαι'];['v-papmmg-']
1031;θεῖον;['θεῖος'];['a-s---ma-', 'a-s---na-']
1032;θεμιτὸν;['θεμιτός'];['a-s---na-']
1033;θεοῦ;['θεός'];['n-s---mg-']
1034;θεραπευθεῖεν;['θεραπεύω'];['v3paop---']
1035;θόρυβον;['θόρυβος'];['n-s---ma-']
1036;θόρυβος;['θόρυβος'];['n-s---mn-']
1037;θύραις;['θύρα'];['n-p---fd-']
1038;θύρας;['θύρα'];['n-p---fa-', 'n-s---fg-']
1039;θυγάτηρ;['θυγάτηρ'];['n-s---fn-']
1040;θυγατέρα;['θυγάτηρ'];['n-s---fa-']
1041;θυμὸν;['θυμός'];['n-s---ma-']
1042;ἴδῃ;['ὁράω'];['v3sasa---']
1043;ἴδιον;['ἴδιος'];['a-s---ma-']
1044;ἴσῃ;['ἴσος'];['a-s---fd-']
1045;ἴσους;['ἴσος'];['a-p---ma-']
1046;ἴσχυσαν;['ἰσχύω'];['v3paia---']
1047;ἴσως;['ἴσως'];['d--------']
1048;ἰδίων;['ἴδιος'];['a-p---mg-']
1049;ἰδιώτου;['ἰδιώτης'];['n-s---mg-']
1050;ἰσότης;['ἰσότης'];['n-s---fn-']
1051;ἰσότητα;['ἰσότης'];['n-s---fa-']
1052;ἰσχύειν;['ἰσχύω'];['v--pna---']
1053;ἰταμότητος;['ἰταμότης'];['n-s---fg-']
1054;ἵνα;['ἵνα'];['c--------']
1055;ἱερὸν;['ἱερός'];['n-s---nn-', 'n-s---na-', 'a-s---na-']
1056;ἱεροῦ;['ἱερός'];['a-s---ng-']
1057;ἱερῷ;['ἱερός'];['a-s---nd-']
1058;ἱκέτευε;['ἱκετεύω'];['v3siia---']
1059;ἱκέτης;['ἱκέτης'];['n-s---mn-']
1060;ἱκέτις;['ἵκετις'];['n-s---fn-']
1061;ἱκετεύοντα;['ἱκετεύω'];['v-sppama-']
1062;ἱμάτια;['ἱμάτιον'];['n-p---na-']
1063;ἱμάτιον;['ἱμάτιον'];['n-s---na-']
1064;ἱστοροῦσι;['ἱστορέω'];['v3ppia---']
1065;κα-;['καί'];['c--------']
1066;κάλλιστα;['καλός'];['a-p---nas']
1067;κάλλιστον;['καλός'];['a-s---nas']
1068;κἂν;['ἐάν'];['c--------']
1069;κἀκείνην;['ἐκεῖνος'];['p-s---fa-']
1070;κἀκείνων;['ἐκεῖνος'];['p-p---mg-']
1071;καθάπερ;['καθά'];['c--------']
1072;καθαρὰν;['καθαρός'];['a-s---fa-']
1073;καθαρώτερον;['καθαρός'];['a-s---nac']
1074;καθέζονται;['καθέζομαι'];['v3ppim---']
1075;καθεζομένη;['καθέζομαι'];['v-sppmfn-']
1076;καθήπτοντο;['καθάπτω'];['v3piim---']
1077;καθίστησι;['καθίστημι'];['v3spia---']
1078;καθ’;['κατά'];['r--------']
1079;καὶ;['καί'];['c--------']
1080;καί;['καί'];['c--------']
1081;καίπερ;['καίπερ'];['d--------']
1082;καιρὸν;['καιρός'];['n-s---ma-']
1083;κακοβουλίας;['κακοβουλία'];['n-s---fg-']
1084;κακουργεῖν;['κακουργέω'];['v--pna---']
1085;κακῶν;['κακός'];['a-p---ng-']
1086;κακῶς;['κακός'];['d--------']
1087;καλὰ;['καλός'];['a-p---na-']
1088;καλὴν;['καλός'];['a-s---fa-']
1089;καλλίστην;['καλός'];['a-s---fas']
1090;καλλωπίσασθαι;['καλλωπίζω'];['v--anm---']
1091;καλὸν;['καλός'];['a-s---nn-', 'a-s---na-']
1092;καλόν;['καλός'];['a-s---ma-']
1093;καλοῦσι;['καλέω'];['v3ppia---']
1094;καλουμένην;['καλέω'];['v-sppmfa-']
1095;καλουμένου;['καλέω'];['v-sppmmg-']
1096;καλῶν;['καλός'];['a-p---ng-']
1097;καλῶς;['καλός'];['d--------']
1098;καρποὺς;['καρπός'];['n-p---ma-']
