;form;lemmi;postag
1590;πλούτου;['πλοῦτος'];['n-s---mg-']
1591;πλούτων;['πλούτων'];['n-p---mg-']
1592;πλοῦτον;['πλοῦτος'];['n-s---ma-']
1593;πλουσίοις;['πλούσιος'];['a-p---md-']
1594;πλουσίων;['πλούσιος'];['a-p---mg-']
1595;πλουσιωτάτους;['πλούσιος'];['a-p---mas']
1596;πλουτεῖν;['πλουτέω'];['v--pna---']
1597;πόλει;['πόλις'];['n-s---fd-']
1598;πόλεμον;['πόλεμος'];['n-s---ma-']
1599;πόλεσι;['πόλις'];['n-p---fd-']
1600;πόλεσιν;['πόλις'];['n-p---fd-']
1601;πόλεως;['πόλις'];['n-s---fg-']
1602;πόλιν;['πόλις'];['n-s---fa-']
1603;πόρρω;['πρόσω'];['d--------']
1604;πότερον;['πότερος'];['g--------']
1605;ποιεῖν;['ποιέω'];['v--pna---']
1606;ποιεῖς;['ποιέω'];['v2spia---']
1607;ποιήσειν;['ποιέω'];['v--fna---']
1608;ποιησάμενος;['ποιέω'];['v-sapmmn-']
1609;ποιμνίων;['ποίμνιον'];['n-p---ng-']
1610;ποιούμενος;['ποιέω'];['v-sppmmn-']
1611;ποιοῦσιν;['ποιέω'];['v3ppia---']
1612;πολέμιοι;['πολέμιος'];['a-p---mn-']
1613;πολέμοις;['πόλεμος'];['n-p---md-']
1614;πολέμους;['πόλεμος'];['n-p---ma-']
1615;πολεμίους;['πολέμιος'];['a-p---ma-']
1616;πολεμῶν;['πολεμέω'];['v-sppamn-']
1617;πολίταις;['πολίτης'];['n-p---md-']
1618;πολίτας;['πολίτης'];['n-p---ma-']
1619;πολιτείᾳ;['πολιτεία'];['n-s---fd-']
1620;πολιτείαν;['πολιτεία'];['n-s---fa-']
1621;πολιτείας;['πολιτεία'];['n-s---fg-']
1622;πολιτεύμασι;['πολίτευμα'];['n-p---nd-']
1623;πολιτεύματος;['πολίτευμα'];['n-s---ng-']
1624;πολιτευόμενοι;['πολιτεύω'];['v-pppmmn-']
1625;πολιτίδων;['πολῖτις'];['n-p---fg-']
1626;πολιτικαῖς;['πολιτικός'];['a-p---fd-']
1627;πολιτῶν;['πολίτης'];['n-p---mg-']
1628;πολλὰ;['πολύς'];['a-p---na-']
1629;πολλά;['πολύς'];['a-p---nn-']
1630;πολλὴν;['πολύς'];['a-s---fa-']
1631;πολλή;['πολύς'];['a-s---fn-']
1632;πολλοὶ;['πολύς'];['a-p---mn-']
1633;πολλοῖς;['πολύς'];['a-p---md-']
1634;πολλοὺς;['πολύς'];['a-p---ma-']
1635;πολλούς;['πολύς'];['a-p---ma-']
1636;πολλῶν;['πολύς'];['a-p---mg-']
1637;πολὺ;['πολύς'];['a-s---na-']
1638;πολὺν;['πολύς'];['a-s---ma-']
1639;πολυπραγμονεῖν;['πολυπραγμονέω'];['v--pna---']
1640;πολυτέλεια;['πολυτέλεια'];['n-s---fn-']
1641;πολυτέλειαν;['πολυτέλεια'];['n-s---fa-']
1642;πολυτελῶν;['πολυτελής'];['a-p---ng-']
1643;πορευόμενος;['πορεύω'];['v-sppmmn-']
1644;πορευομένην;['πορεύω'];['v-sppmfa-']
1645;ποτε;['ποτέ'];['d--------']
1646;ποτήρια;['ποτήριον'];['n-p---na-']
1647;ποτνιωμένη;['ποτνιάομαι'];['v-sppmfn-']
1648;ποῦ;['ποῦ'];['d--------']
1649;πράγματα;['πρᾶγμα'];['n-p---nn-', 'n-p---na-']
1650;πράξαντας;['πράσσω'];['v-papama-']
1651;πράξεις;['πρᾶξις'];['n-p---fa-']
1652;πράξεως;['πρᾶξις'];['n-s---fg-']
1653;πράττουσα;['πράσσω'];['v-sppafn-']
1654;πράττουσιν;['πράσσω'];['v3ppia---']
1655;πράως;['πρᾶος'];['d--------']
1656;πρᾶξιν;['πρᾶξις'];['n-s---fa-']
1657;πρᾶον;['πρᾶος'];['a-s---na-']
1658;πραγμάτων;['πρᾶγμα'];['n-p---ng-']
1659;πραότατος;['πρᾶος'];['a-s---mns']
1660;πραττόμενα;['πράσσω'];['v-pppmna-']
1661;πραττομένων;['πράσσω'];['v-pppmng-']
1662;πραχθήσεται;['πράσσω'];['v3sfip---']
1663;πρέποντα;['πρέπω'];['v-pppana-']
1664;πρεσβύτερόν;['πρέσβυς'];['a-s---mac']
1665;πρεσβύτερον;['πρέσβυς'];['a-s---mac']
1666;πρεσβύτερος;['πρέσβυς'];['a-s---mnc']
1667;πρεσβῦτιν;['πρεσβῦτις'];['n-s---fa-']
1668;πρεσβυτέρων;['πρέσβυς'];['a-p---mgc']
1669;πρὶν;['πρίν'];['c--------']
1670;πρὸ;['πρό'];['r--------']
1671;πρὸς;['πρός'];['r--------']
1672;πρόγονοι;['πρόγονος'];['n-p---mn-']
1673;πρός;['πρός'];['r--------']
1674;πρόσωπον;['πρόσωπον'];['n-s---na-']
1675;πρότερον;['πρότερος'];['d-------c']
1676;προαποθανοῦσαν;['προαποθνῄσκω'];['v-sapafa-']
1677;προβουλεύειν;['προβουλεύω'];['v--pna---']
1678;προέλθῃ;['προέρχομαι'];['v3sasa---']
1679;προέσθαι;['προίημι'];['v--anm---']
1680;προειληφότες;['προλαμβάνω'];['v-prpamn-']
1681;προελθὼν;['προέρχομαι'];['v-sapamn-']
1682;προελόμενος;['προαιρέω'];['v-sapmmn-']
1683;προεμένους;['προίημι'];['v-papmma-']
1684;προθυμίᾳ;['προθυμία'];['n-s---fd-']
1685;προθυμίαν;['προθυμία'];['n-s---fa-']
1686;προορώμενοι;['προοράω'];['v-pppmmn-']
1687;προσαγορευθεῖσαν;['προσαγορεύω'];['v-sappfa-']
1688;προσέφερον;['προσφέρω'];['v3piia---']
1689;προσήκοντας;['προσήκω'];['v-pppama-']
1690;προσῆκον;['προσήκω'];['v-sppana-']
1691;προσηγάγετο;['προσάγω'];['v3saim---']
1692;προσθήσουσι;['προστίθημι'];['v3pfia---']
1693;προσκυνήσασα;['προσκυνέω'];['v-sapafn-']
1694;προσπεσοῦσα;['προσπίπτω'];['v-sapafn-']
1695;προσπεσοῦσαν;['προσπίπτω'];['v-sapafa-']
1696;προστάξων;['προστάσσω'];['v-sfpamn-']
1697;προστάττειν;['προστάσσω'];['v--pna---']
1698;προστασσόμενον;['προστάσσω'];['v-sppmna-']
1699;προστιθέμενον;['προστίθημι'];['v-sppmna-']
1700;προσφέρειν;['προσφέρω'];['v--pna---']
1701;προσφιλὴς;['προσφιλής'];['a-s---mn-']
1702;προτέραν;['πρότερος'];['a-s---fac']
1703;προτέρων;['πρότερος'];['a-p---mgc']
1704;προτείνοντα;['προτείνω'];['v-sppama-']
1705;προὔθηκε;['προτίθημι'];['v3saia---']
1706;προφάσεις;['πρόφασις'];['n-p---fa-']
1707;προφάσεως;['πρόφασις'];['n-s---fg-']
1708;πρώτους;['πρῶτος'];['a-p---ma-']
1709;πρῶτον;['πρῶτος'];['a-s---na-']
1710;πρῶτος;['πρῶτος'];['a-s---mn-']
1711;πρωρεῖς;['πρωρεύς'];['n-p---mn-']
1712;πύλας;['πύλη'];['n-p---fa-']
1713;πῦρ;['πῦρ'];['n-s---na-']
1714;πυθόμενος;['πυνθάνομαι'];['v-sapmmn-']
1715;πως;['πως'];['d--------']
1716;ῥᾳδίως;['ῥᾴδιος'];['d--------']
1717;ῥήτραν;['ῥήτρα'];['n-s---fa-']
1718;ῥήτρας;['ῥήτρα'];['n-s---fg-']
1719;σατραπικαῖς;['σατραπικός'];['a-p---fd-']
1720;σατραπικῶν;['σατραπικός'];['a-p---mg-']
1721;σατραπῶν;['σατράπης'];['n-p---mg-']
1722;σε;['σύ'];['p-s---ca-']
1723;σεβόμενοι;['σέβω'];['v-pppmmn-']
1724;σεμνυνόμενος;['σεμνύνω'];['v-sppmmn-']
1725;σῆς;['σός'];['a-s---fg-']
1726;σημεῖον;['σημεῖον'];['n-s---na-']
1727;σιωπῇ;['σιωπή'];['n-s---fd-']
1728;σιωπώντων;['σιωπάω'];['v-pppamg-']
1729;σιωπῶν;['σιωπάω'];['v-sppamn-']
1730;σκεπάρνῳ;['σκέπαρνον'];['n-s---md-']
1731;σοβαρὸν;['σοβαρός'];['a-s---na-']
1732;σοὶ;['σύ'];['p-s---cd-']
1733;σοῦ;['σύ'];['p-s---cg-']
1734;σπουδαῖον;['σπουδαῖος'];['a-s---ma-']
1735;στασιάσασαν;['στασιάζω'];['v-sapafa-']
1736;στραγγάλην;['στραγγάλη'];['n-s---fa-']
1737;στρατεία;['στρατεία'];['n-s---fn-']
1738;στρατείας;['στρατεία'];['n-s---fg-']
1739;στρατεύματος;['στράτευμα'];['n-s---ng-']
1740;στρατηγεῖν;['στρατηγέω'];['v--pna---']
1741;στρατηγὸς;['στρατηγός'];['n-s---mn-']
1742;στρατιώτας;['στρατιώτης'];['n-p---ma-']
1743;σὺ;['σύ'];['p-s---cn-']
1744;σύλληψιν;['σύλληψις'];['n-s---fa-']
1745;σύνοικον;['σύνοικος'];['a-s---ma-']
1746;σύνταξιν;['σύνταξις'];['n-s---fa-']
1747;σύντροφον;['σύντροφος'];['a-s---ma-']
1748;συγγένειαν;['συγγένεια'];['n-s---fa-']
1749;συγγενοῦς;['συγγενής'];['a-s---fg-']
1750;συγγνώμην;['συγγνώμη'];['n-s---fa-']
1751;συγγνώμης;['συγγνώμη'];['n-s---fg-']
1752;συγκαθεῖλε;['συγκαθαιρέω'];['v3saia---']
1753;συγκεῖσθαι;['σύγκειμαι'];['v--pnm---']
1754;συγκεκομισμένων;['συγκομίζω'];['v-prpmmg-']
1755;συλλαβεῖν;['συλλαμβάνω'];['v--ana---']
1756;συμβαίνει;['συμβαίνω'];['v3spia---']
1757;συμβασιλεύειν;['συμβασιλεύω'];['v--pna---']
1758;συμβολὰς;['συμβολή'];['n-p---fa-']
1759;συμμάχους;['σύμμαχος'];['a-p---ma-']
1760;συμμάχων;['σύμμαχος'];['a-p---mg-']
1761;συμμεταβάλλοντες;['συμμεταβάλλω'];['v-pppamn-']
1762;συμμεταβάλλουσα;['συμμεταβάλλω'];['v-sppafn-']
1763;συμμίξας;['συμμείγνυμι'];['v-sapamn-']
1764;συμπάντων;['σύμπας'];['a-p---mg-']
1765;συμπαρώρμησαν;['συμπαρορμάω'];['v3paia---']
1766;συμπεσόντων;['συμπίπτω'];['v-papang-']
1767;συμπροῆγον;['συμπροάγω'];['v3piia---']
1768;συμφέρον;['συμφέρω'];['v-sppana-']
1769;συμφερόντως;['συμφερόντως'];['d--------']
1770;συμφερομένων;['συμφέρω'];['v-pppmmg-']
1771;συμφορὰν;['συμφορά'];['n-s---fa-']
1772;συμφοραῖς;['συμφορά'];['n-p---fd-']
1773;συναγαγὼν;['συνάγω'];['v-sapamn-']
1774;συναναχρωννύμενοι;['συναναχρώζω'];['v-pppmmn-']
1775;συναπεδύσαντο;['συναποδύω'];['v3paim---']
1776;συναρχόντων;['συνάρχω'];['v-pppamg-']
1777;συνατιμάζεσθαι;['συνατιμάζω'];['v--pnm---']
1778;συνατυχεῖν;['συνατυχέω'];['v--pna---']
1779;συνέβαινε;['συμβαίνω'];['v3siia---']
1780;συνέβη;['συμβαίνω'];['v3saia---']
1781;συνέπρησαν;['συμπίμπρημι'];['v3paia---']
1782;συνενέγκαι;['συμφέρω'];['v--ana---']
1783;συνενέγκαντες;['συμφέρω'];['v-papamn-']
1784;συνεξαπατωμένοις;['συνεξαπατάω'];['v-pppmmd-']
1785;συνεξέβαλε;['συνεκβάλλω'];['v3saia---']
1786;συνεξέβαλεν;['συνεκβάλλω'];['v3saia---']
1787;συνεξετασθεῖσα;['συνεξετάζω'];['v-sappfn-']
1788;συνεξῆλθεν;['συνεξέρχομαι'];['v3saia---']
1789;συνεξηπατῆσθαι;['συνεξαπατάω'];['v--rnm---']
1790;συνεξορμᾶν;['συνεξορμάω'];['v--pna---']
1791;συνεπιταχύνειν;['συνεπιταχύνω'];['v--pna---']
1792;συνετὸν;['συνετός'];['a-s---na-']
1793;συνήθειαν;['συνήθεια'];['n-s---fa-']
1794;συνήθεις;['συνήθης'];['a-p---mn-']
1795;συνήθη;['συνήθης'];['a-s---ma-', 'a-s---fa-']
1796;συνηδικεῖτο;['συναδικέω'];['v3siim---']
1797;συνηκολούθησε;['συνακολουθέω'];['v3saia---']
1798;συνθέντες;['συντίθημι'];['v-papamn-']
1799;συνικέτευε;['συνικετεύω'];['v3siia---']
1800;συνικέτευεν;['συνικετεύω'];['v3siia---']
1801;συνόντες;['σύνειμι'];['v-pppamn-']
1802;συνοικίσαντος;['συνοικίζω'];['v-sapamg-']
1803;συντετηκὸς;['συντήκω'];['v-srpana-']
1804;συρρυείσης;['συρρέω'];['v-sappfg-']
1805;συσκευάσασθαι;['συσκευάζω'];['v--anm---']
1806;συστάντες;['συνίστημι'];['v-papamn-']
1807;συστρατευομένων;['συστραεύω'];['v-pppmmg-']
1808;συστρατευσόμενος;['συστρατεύω'];['v-sfpmmn-']
1809;σφᾶς;['σφεῖς'];['p-p---ca-']
1810;σφόδρα;['σφόδρα'];['d--------']
1811;σχεδὸν;['σχεδόν'];['d--------']
1812;σχῆμα;['σχῆμα'];['n-s---na-']
1813;σώμασι;['σῶμα'];['n-p---nd-']
1814;σώματι;['σῶμα'];['n-s---nd-']
1815;σώματος;['σῶμα'];['n-s---ng-']
1816;σῶμα;['σῶμα'];['n-s---na-']
1817;σῶν;['σός'];['a-p---ng-']
1818;σωμάτων;['σῶμα'];['n-p---ng-']
1819;σωτηρίαν;['σωτηρία'];['n-s---fa-']
1820;σωφροσύνῃ;['σωφροσύνη'];['n-s---fd-']
1821;τα-;['ὁ'];['l-s---na-', 'l-p---na-']
1822;τὰ;['ὁ'];['l-p---na-', 'l-p---nn-']
1823;τὰς;['ὁ'];['l-p---fa-']
1824;τάδε;['ὅδε'];['p-p---nn-']
1825;τάλαντα;['τάλαντον'];['n-p---na-']
1826;τάξιν;['τάξις'];['n-s---fa-']
1827;τάξις;['τάξις'];['n-s---fn-']
1828;τάχιστα;['ταχύς'];['a-p---nas']
1829;ταῖς;['ὁ'];['l-p---fd-']
1830;ταπεινὰ;['ταπεινός'];['a-p---na-']
1831;ταπεινὸς;['ταπεινός'];['a-s---mn-']
1832;ταύταις;['οὗτος'];['p-p---fd-']
1833;ταύτην;['οὗτος'];['p-s---fa-']
1834;ταύτης;['οὗτος'];['p-s---fg-']
1835;ταὐτὰ;['αὐτός'];['p-p---na-']
1836;ταὐτὸ;['αὐτός'];['p-s---na-']
1837;ταῦτα;['οὗτος'];['p-p---na-', 'p-p---nn-']
1838;ταῦτ’;['οὗτος'];['p-p---na-']
1839;ταχὺ;['ταχύς'];['a-s---na-']
1840;τε;['τε'];['c--------']
1841;τέκνων;['τέκνον'];['n-p---ng-']
1842;τέλεσι;['τέλος'];['n-p---nd-']
1843;τεθεραπευκότι;['θεραπεύω'];['v-srpamd-']
1844;τεθραμμένος;['τρέφω'];['v-srpmmn-']
1845;τεκεῖν;['τίκτω'];['v--ana---']
1846;τεκνοῦσθαι;['τεκνόω'];['v--pnm---']
1847;τεκνώσαιτο;['τεκνόω'];['v3saom---']
1848;τελείως;['τέλειος'];['d--------']
1849;τελευτήσαντος;['τελευτάω'];['v-sapamg-']
1850;τελευτήσασαν;['τελευτάω'];['v-sapafa-']
1851;τετρακισχιλίους;['τετρακισχίλιοι'];['m-p---ma-']
1852;τετρακοσίους;['τετρακόσιοι'];['m-p---ma-']
1853;τὴν;['ὁ'];['l-s---fa-']
1854;τῇ;['ὁ'];['l-s---fd-']
1855;τῆς;['ὁ'];['l-s---fg-']
1856;τηλικούτοις;['τηλικοῦτος'];['p-p---nd-']
1857;τι;['τις'];['p-s---na-']
1858;τίθεσθαι;['τίθημι'];['v--pnm---']
1859;τίνι;['τίς'];['p-s---cd-']
1860;τιθέναι;['τίθημι'];['v--pna---']
1861;τιμὰς;['τιμή'];['n-p---fa-']
1862;τιμὴν;['τιμή'];['n-s---fa-']
1863;τιμήν;['τιμή'];['n-s---fa-']
1864;τιμῇ;['τιμή'];['n-s---fd-']
1865;τιμηθῆναι;['τιμάω'];['v--anp---']
1866;τιμώμενοι;['τιμάω'];['v-pppmmn-']
1867;τιμώμενον;['τιμάω'];['v-sppmnn-']
1868;τινα;['τις'];['p-s---ca-']
1869;τινὰς;['τις'];['p-p---ca-']
1870;τινὲς;['τις'];['p-p---cn-']
1871;τινι;['τις'];['p-s---cd-']
1872;τινὶ;['τις'];['p-s---cd-']
1873;τινὸς;['τις'];['p-s---ng-', 'p-s---cg-']
1874;τις;['τις'];['p-s---cn-']
1875;το-;['ὁ'];['l-s---na-']
1876;τὸ;['ὁ'];['l-s---na-', 'l-s---nn-']
1877;τὸν;['ὁ'];['l-s---ma-']
1878;τό;['ὁ'];['l-s---na-']
1879;τόλμαν;['τόλμα'];['n-s---fa-']
1880;τόλμῃ;['τόλμα'];['n-s---fd-']
1881;τόν;['ὁ'];['l-s---ma-']
1882;τότε;['τότε'];['d--------']
1883;τοίνυν;['τοίνυν'];['g--------']
1884;τοῖς;['ὁ'];['l-p---md-', 'l-p---nd-']
1885;τοιαύτην;['τοιοῦτος'];['p-s---fa-']
1886;τοιαῦτα;['τοιοῦτος'];['p-p---na-']
1887;τοιόνδε;['τοιόσδε'];['p-s---nn-']
1888;τολμῶντας;['τολμάω'];['v-pppama-']
1889;τοσαύτη;['τοσοῦτος'];['p-s---fn-']
1890;τοσαύτῃ;['τοσοῦτος'];['p-s---fd-']
1891;τοὺς;['ὁ'];['l-p---ma-']
1892;τούτοις;['οὗτος'];['p-p---md-']
1893;τούτου;['οὗτος'];['p-s---mg-', 'p-s---ng-']
1894;τούτους;['οὗτος'];['p-p---ma-']
1895;τούτῳ;['οὗτος'];['p-s---nd-', 'p-s---md-']
1896;τούτων;['οὗτος'];['p-p---mg-', 'p-p---ng-']
1897;τοὔνομά;['ὄνομα'];['n-s---na-']
1898;τοὐναντίον;['ἐναντίος'];['a-s---na-']
1899;τοῦ;['ὁ'];['l-s---ng-', 'l-s---mg-']
1900;τοῦτο;['οὗτος'];['p-s---na-', 'p-s---nn-']
1901;τοῦτον;['οὗτος'];['p-s---ma-']
1902;τράχηλον;['τράχηλος'];['n-s---ma-']
1903;τραπόμεναι;['τρέπω'];['v-papmfn-']
1904;τραφέντας;['τρέφω'];['v-pappma-']
1905;τρέμειν;['τρέμω'];['v--pna---']
1906;τριβωνίῳ;['τριβώνιον'];['n-s---nd-']
1907;τρισκαιδέκατον;['τρισκαιδέκατος'];['a-s---ma-']
1908;τριῶν;['τρεῖς'];['m-p---ng-']
1909;τρόπον;['τρόπος'];['n-s---ma-']
1910;τρόπους;['τρόπος'];['n-p---ma-']
1911;τρόπων;['τρόπος'];['n-p---mg-']
1912;τροφῆς;['τροφή'];['n-s---fg-']
1913;τρυφὰς;['τρυφή'];['n-p---fa-']
1914;τρυφαῖς;['τρυφή'];['n-p---fd-']
1915;τρυφὴ;['τρυφή'];['n-s---fn-']
1916;τρυφὴν;['τρυφή'];['n-s---fa-']
1917;τρυφῆς;['τρυφή'];['n-s---fg-']
1918;τύχαις;['τύχη'];['n-p---fd-']
1919;τύχοι;['τυγχάνω'];['v3saoa---']
1920;τυγχάνουσι;['τυγχάνω'];['v3ppia---']
1921;τυράννου;['τύραννος'];['n-s---mg-']
1922;τυραννίδος;['τυραννίς'];['n-s---fg-']
1923;τυφλοῖς;['τυφλός'];['a-p---nd-']
1924;τυχεῖν;['τυγχάνω'];['v--ana---']
1925;τῷ;['ὁ'];['l-s---nd-', 'l-s---md-']
1926;τῶν;['ὁ'];['l-p---ng-', 'l-p---mg-', 'l-p---fg-']
1927;τῶνδ’;['ὅδε'];['p-p---mg-']
1928;ὕπαιθρον;['ὑπαίθριος'];['a-s---fa-']
1929;ὕστερον;['ὕστερον'];['d-------c']
1930;ὑγιαίνειν;['ὑγιαίνω'];['v--pna---']
1931;ὑπάρχων;['ὕπαρχος'];['n-p---mg-']
1932;ὑπακοῦσαι;['ὑπακούω'];['v--ana---']
1933;ὑπὲρ;['ὑπέρ'];['r--------']
1934;ὑπεναντίοις;['ὑπεναντίος'];['a-p---md-']
1935;ὑπεξήγαγε;['ὑπεξάγω'];['v3saia---']
1936;ὑπεξιόντα;['ὑπεξέρχομαι'];['v-sppama-']
1937;ὑπερβάλλεσθαι;['ὑπερβάλλω'];['v--pnm---']
1938;ὑπερβαλόμενος;['ὑπερβάλλω'];['v-sapmmn-']
1939;ὑπήκουσαν;['ὑπακούω'];['v3paia---']
1940;ὑπηρέται;['ὑπηρέτης'];['n-p---mn-']
1941;ὑπηρέταις;['ὑπηρέτης'];['n-p---md-']
1942;ὑπηρέτας;['ὑπηρέτης'];['n-p---ma-']
1943;ὑπηρετῶν;['ὑπηρέτης'];['n-p---mg-']
1944;ὑπὸ;['ὑπό'];['r--------']
1945;ὑπόθεσιν;['ὑπόθεσις'];['n-s---fa-']
1946;ὑπονοοῦσι;['ὑπονοέω'];['v3ppia---']
1947;ὑποφεύγουσαν;['ὑποφεύγω'];['v-sppafa-']
1948;ὑπ’;['ὑπό'];['r--------']
1949;ὑφέξει;['ὑπέχω'];['v3sfia---']
1950;ὑφέξοντα;['ὑπέχω'];['v-sfpama-']
1951;ὑφορωμένου;['ὑφοράω'];['v-sppmmg-']
1952;ὑφ’;['ὑπό'];['r--------']
1953;υἱὸν;['υἱός'];['n-s---ma-']
1954;υἱὸς;['υἱός'];['n-s---mn-']
1955;υἱός;['υἱός'];['n-s---mn-']
1956;υἱῷ;['υἱός'];['n-s---md-']
1957;υἱῶν;['υἱός'];['n-p---mg-']
1958;υἱωνὸς;['υἱωνός'];['n-s---mn-']
1959;φαίνειν;['φαίνω'];['v--pna---']
1960;φανερῶς;['φανερός'];['d--------']
1961;φασι;['φημί'];['v3ppia---']
1962;φαύλως;['φαῦλος'];['d--------']
1963;φέρειν;['φέρω'];['v--pna---']
1964;φέροντος;['φέρω'];['v-sppang-']
1965;φενακίζων;['φενακίζω'];['v-sppamn-']
1966;φερόμενοι;['φέρω'];['v-pppmmn-']
1967;φερομένων;['φέρω'];['v-pppmmg-']
1968;φεύγειν;['φεύγω'];['v--pna---']
1969;φεύγοντας;['φεύγω'];['v-pppama-']
1970;φεύγοντος;['φεύγω'];['v-sppamg-']
1971;φήσαντος;['φημί'];['v-sapamg-']
1972;φησι;['φημί'];['v3spia---']
1973;φησιν;['φημί'];['v3spia---']
1974;φθόνου;['φθόνος'];['n-s---mg-']
1975;φίλοις;['φίλος'];['a-p---md-']
1976;φίλους;['φίλος'];['a-p---ma-']
1977;φίλῳ;['φίλος'];['a-s---md-']
1978;φίλων;['φίλος'];['a-p---mg-']
1979;φιδίτια;['φιδίτια'];['n-p---na-']
1980;φιλάνθρωπον;['φιλάνθρωπος'];['a-s---na-']
1981;φιλήσασα;['φιλέω'];['v-sapafn-']
1982;φιλίαν;['φιλία'];['n-s---fa-']
1983;φιλότιμον;['φιλότιμος'];['a-s---ma-']
1984;φιλοδόξους;['φιλόδοξος'];['a-p---ma-']
1985;φιλοπλουτίᾳ;['φιλοπλουτία'];['n-s---fd-']
1986;φιλοπονίᾳ;['φιλοπονία'];['n-s---fd-']
1987;φιλοσοφοῦντες;['φιλοσοφέω'];['v-pppamn-']
1988;φιλοστοργίᾳ;['φιλοστοργία'];['n-s---fd-']
1989;φιλοτίμῳ;['φιλότιμος'];['a-s---md-']
1990;φιλοτιμίᾳ;['φιλοτιμία'];['n-s---fd-']
1991;φιλοτιμίαις;['φιλοτιμία'];['n-p---fd-']
1992;φιλοτιμίαν;['φιλοτιμία'];['n-s---fa-']
1993;φιλοτιμίας;['φιλοτιμία'];['n-s---fg-']
1994;φιλοῦντα;['φιλέω'];['v-sppama-']
1995;φιλοχρήματον;['φιλοχρήματος'];['a-s---ma-']
1996;φιλοχρημοσύνην;['φιλοχρημοσύνη'];['n-s---fa-']
1997;φιλτάτην;['φίλος'];['a-s---fas']
1998;φλογός;['φλόξ'];['n-s---fg-']
1999;φόβος;['φόβος'];['n-s---mn-']
2000;φοβεροὶ;['φοβερός'];['a-p---mn-']
2001;φοβηθεὶς;['φοβέω'];['v-sappmn-']
2002;φονεύειν;['φονεύω'];['v--pna---']
2003;φονευόμενον;['φονεύω'];['v-sppmma-']
2004;φορὰς;['φορά'];['n-p---fa-']
2005;φρονήματι;['φρόνημα'];['n-s---nd-']
2006;φρονήματος;['φρόνημα'];['n-s---ng-']
2007;φύντας;['φύω'];['v-papama-']
2008;φύσιν;['φύσις'];['n-s---fa-']
2009;φυγὴν;['φυγή'];['n-s---fa-']
2010;φυγῆς;['φυγή'];['n-s---fg-']
2011;φυγόντος;['φεύγω'];['v-sapamg-']
2012;φυλάττεσθαι;['φυλάσσω'];['v--pnm---']
2013;φυλαττόμενος;['φυλάσσω'];['v-sppmmn-']
2014;φυλαττόντων;['φυλάσσω'];['v-pppamg-']
2015;φυλαττομένων;['φυλάσσω'];['v-pppmmg-']
2016;φυόμεναι;['φύω'];['v-pppmfn-']
2017;φυτόν;['φυτόν'];['n-s---na-']
2018;φῶς;['φάος'];['n-s---na-']
2019;φῶτα;['φώς'];['n-p---nn-']
2020;φωνὰς;['φωνή'];['n-p---fa-']
2021;χάριν;['χάρις'];['n-s---fa-']
2022;χάριτι;['χάρις'];['n-s---fd-']
2023;χαίρειν;['χαίρω'];['v--pna---']
2024;χαλεπὴν;['χαλεπός'];['a-s---fa-']
2025;χαλεπὸς;['χαλεπός'];['a-s---mn-']
2026;χαλεπῶς;['χαλεπός'];['d--------']
2027;χαλεπωτέραν;['χαλεπός'];['a-s---fac']
2028;χαμαὶ;['χαμαί'];['d--------']
2029;χαράδρου;['χάραδρος'];['n-s---mg-']
2030;χαρίεντες;['χαρίεις'];['a-p---mn-']
2031;χεῖρας;['χείρ'];['n-p---fa-']
2032;χορδῶν;['χορδή'];['n-p---fg-']
2033;χρέα;['χρέος'];['n-p---na-']
2034;χρέος;['χρέος'];['n-s---na-']
2035;χρεῶν;['χρέος'];['n-p---ng-']
2036;χρεωστῶν;['χρεώστης'];['n-p---mg-']
2037;χρήμασι;['χρῆμα'];['n-p---nd-']
2038;χρήματα;['χρῆμα'];['n-p---na-']
2039;χρήσει;['χρῆσις'];['n-s---fd-']
2040;χρῆσθαι;['χράω'];['v--pnm---']
2041;χρησμὸς;['χρησμός'];['n-s---mn-']
2042;χρησμῶν;['χρησμός'];['n-p---mg-']
2043;χρηστότητι;['χρηστότης'];['n-s---fd-']
2044;χρηστοῖς;['χρηστός'];['a-p---nd-']
2045;χρόνον;['χρόνος'];['n-s---ma-']
2046;χρόνου;['χρόνος'];['n-s---mg-']
2047;χρόνων;['χρόνος'];['n-p---mg-']
2048;χρυσίου;['χρυσίον'];['n-s---ng-']
2049;χρυσοῦ;['χρυσός'];['n-s---mg-']
2050;χρωμένην;['χράω'];['v-sppmfa-']
2051;χώραν;['χώρα'];['n-s---fa-']
2052;χώρας;['χώρα'];['n-s---fg-']
2053;ψῆφον;['ψῆφος'];['n-s---fa-']
2054;ψηφισαμένοις;['ψηφίζω'];['v-papmmd-']
2055;ψυχῆς;['ψυχή'];['n-s---fg-']
2056;ὢν;['εἰμί'];['v-sppamn-']
2057;ὤφειλε;['ὀφέλλω'];['v3siia---']
2058;ὤφθη;['ὁράω'];['v3saip---']
2059;ὦ;['ὦ'];['i--------']
2060;ὦν;['οὖν'];['g--------']
2061;ὠνούμενον;['ὠνέομαι'];['v-sppmma-']
2062;ὠργίζοντο;['ὀργίζω'];['v3piim---']
2063;ὥρισε;['ὁρίζω'];['v3saia---']
2064;ὥρμησε;['ὁρμάω'];['v3saia---']
2065;ὥς;['ὡς'];['c--------']
2066;ὥσπερ;['ὥσπερ'];['c--------']
2067;ὥστε;['ὥστε'];['c--------']
