;form;lemmi;postag
955;ἠμὲν;['ἠμέν'];['g--------']
956;ἠνεμόεσσα;['ἠνεμόεις'];['a-s---fn-']
957;ἠπεδανὸς;['ἠπεδανός'];['a-s---mn-']
958;ἠπείρου;['ἤπειρος'];['n-s---fg-']
959;ἠρᾶτο;['ἀράομαι'];['v3siim---']
960;ἠύκομος;['εὔκομος'];['a-s---fn-']
961;ἠῶ;['ἠώς'];['n-s---fa-']
962;ἣ;['ὅς', 'ὁ'];['p-s---fn-', 'l-s---fn-']
963;ἥ;['ὅς', 'ὁ'];['p-s---fn-', 'l-s---fn-']
964;ἥδε;['ὅδε'];['p-s---fn-']
965;ἥδιστος;['ἡδύς'];['a-s---mns']
966;ᾗσι;['ἑός'];['a-p---fd-']
967;ᾗσιν;['ἑός'];['a-p---fd-']
968;ἧκαν;['ἵημι'];['v3paia---']
969;ἧσθε;['ἧμαι'];['v2prim---']
970;ἧσθον;['ἧμαι'];['v2dlim---']
971;ἧστο;['ἧμαι'];['v3slim---']
972;ἡγεμόνευε;['ἡγεμονεύω'];['v3siia---']
973;ἡμέραι;['ἡμέρα'];['n-p---fn-']
974;ἡμεῖς;['ἐγώ'];['p-p---cn-']
975;ἡνίκ’;['ἡνίκα'];['c--------']
976;ηὔδα;['αὐδάω'];['v3siia---']
977;θάμβεον;['θαμβέω'];['v3piia---']
978;θάνατόν;['θάνατος'];['n-s---ma-']
979;θάρσος;['θάρσος'];['n-s---na-']
980;θαλάμας;['θαλάμη'];['n-p---fa-']
981;θαλάσσης;['θάλασσα'];['n-s---fg-']
982;θανάτοιό;['θάνατος'];['n-s---mg-']
983;θαῦμα;['θαῦμα'];['n-s---nn-', 'n-s---na-']
984;θέαιναι;['θέαινα'];['n-p---fv-']
985;θέειν;['θέω'];['v--pna---']
986;θέλγουσι;['θέλγω'];['v3ppia---']
987;θέλοι;['ἐθέλω'];['v3spoa---']
988;θέμις;['θέμις'];['n-s---fn-']
989;θέμιστα;['θέμις'];['n-s---fa-']
990;θέμιστας;['θέμις'];['n-p---fa-']
991;θέουσα;['θέω'];['v-sppafn-']
992;θέσθαι;['τίθημι'];['v--anm---']
993;θεὰ;['θεά'];['n-s---fn-']
994;θεά;['θεά'];['n-s---fv-']
995;θεαὶ;['θεά'];['n-p---fv-', 'n-p---fn-']
996;θεμείλια;['θέμεθλα'];['n-p---na-']
997;θεμιστεύοιμι;['θεμιστεύω'];['v1spoa---']
998;θεοὶ;['θεός'];['n-p---mv-', 'n-p---mn-']
999;θεοί;['θεός'];['n-p---mv-', 'n-p---mn-']
1000;θεοῖς;['θεός'];['n-p---md-']
1001;θεοῖσι;['θεός'];['n-p---md-']
1002;θεοῖσιν;['θεός'];['n-p---md-']
1003;θεοῦ;['θεός'];['n-s---mg-']
1004;θεράπναι;['θεράπνη'];['n-p---fv-']
1005;θεραπεύσονται;['θεραπεύω'];['v3pfim---']
1006;θεσπεσίη;['θεσπέσιος'];['a-s---fn-']
1007;θεῶν;['θεός'];['n-p---mg-']
1008;θήσατο;['θάομαι'];['v3saim---']
1009;θήσω;['τίθημι'];['v1sfia---']
1010;θνητοῖσι;['θνητός'];['a-p---md-']
1011;θνητοῖσιν;['θνητός'];['a-p---md-']
1012;θοὴν;['θοός'];['a-s---fa-']
1013;θοήν;['θοός'];['a-s---fa-']
1014;θοῇ;['θοός'];['a-s---fd-']
1015;θοῆς;['θοός'];['a-s---fg-']
1016;θορὼν;['θρῴσκω'];['v-sapamn-']
1017;θρόνον;['θρόνος'];['n-s---ma-']
1018;θύγατερ;['θυγάτηρ'];['n-s---fv-']
1019;θύγατρες;['θυγάτηρ'];['n-p---fn-']
1020;θύοντες;['θύω'];['v-pppamn-']
1021;θύραζε;['θύραζε'];['d--------']
1022;θύων;['θύω'];['v-sppamn-']
1023;θυγάτηρ;['θυγάτηρ'];['n-s---fn-']
1024;θυμὸν;['θυμός'];['n-s---ma-']
1025;θυμὸς;['θυμός'];['n-s---mn-']
1026;θυμόν;['θυμός'];['n-s---ma-']
1027;θυμῷ;['θυμός'];['n-s---md-']
1028;θυώδης;['θυώδης'];['a-s---mn-']
1029;θῶκον;['θᾶκος'];['n-s---ma-']
1030;θ’;['τε'];['c--------']
1031;ἴδῃ;['ὁράω'];['v3sasa---']
1032;ἴδοιτο;['ὁράω'];['v3saom---']
1033;ἴθμαθ’;['ἴθμα'];['n-p---na-']
1034;ἴθυν’;['ἰθύνω'];['v3siia---']
1035;ἴμεν;['ἔρχομαι'];['v--pna---']
1036;ἴσασιν;['οἶδα'];['v3pria---']
1037;ἴστω;['οἶδα'];['v3srma---']
1038;ἴσχον;['ἴσχω'];['v3piia---']
1039;ἰδέσθαι;['ὁράω'];['v--anm---']
1040;ἰδεῖν;['ὁράω'];['v--ana---']
1041;ἰδοῦσα;['ὁράω'];['v-sapafn-']
1042;ἰηπαιήον’;['Ἰηπαιήων'];['n-s---ma-']
1043;ἰθύν;['ἰθύς'];['a-s---fa-']
1044;ἰὸν;['ἰός'];['n-s---ma-']
1045;ἰόντα;['ἔρχομαι'];['v-sppama-']
1046;ἰότητι;['ἰότης'];['n-s---fd-']
1047;ἰοῦσαν;['ἔρχομαι'];['v-sppafa-']
1048;ἰοχέαιρα;['ἰοχέαιρα'];['n-s---fn-']
1049;ἰοχέαιραν;['ἰοχέαιρα'];['n-s---fa-']
1050;ἰφθίμων;['ἴφθιμος'];['a-p---mg-']
1051;ἰὼν;['ἔρχομαι'];['v-sppamn-']
1052;ἵκανε;['ἱκάνω'];['v3siia---']
1053;ἵκανες;['ἱκάνω'];['v2siia---']
1054;ἵκεο;['ἱκνέομαι'];['v2saim---']
1055;ἵκετο;['ἱκνέομαι'];['v3saim---']
1056;ἵκησθον;['ἱκνέομαι'];['v2dasm---']
1057;ἵκοντο;['ἱκνέομαι'];['v3paim---']
1058;ἵμασε;['ἱμάσσω'];['v3saia---']
1059;ἵμερος;['ἵμερος'];['n-s---mn-']
1060;ἵν’;['ἵνα'];['c--------']
1061;ἵπποισιν;['ἵππος'];['n-p---md-']
1062;ἵππους;['ἵππος'];['n-p---ma-']
1063;ἵππων;['ἵππος'];['n-p---fg-', 'n-p---mg-']
1064;ἷκεν;['ἱκνέομαι'];['v3siia---']
1065;ἷξες;['ἵκω'];['v2saia---']
1066;ἷξον;['ἵκω'];['v3paia---']
1067;ἱέμενοι;['ἵημι'];['v-pppmmn-']
1068;ἱερὰ;['ἱερός'];['a-p---na-']
1069;ἱερά;['ἱερός'];['a-p---na-']
1070;ἱερῇ;['ἱερός'];['a-s---fd-']
1071;ἱερῆς;['ἱερός'];['a-s---fg-']
1072;ἱερὸν;['ἱερός'];['a-s---nn-', 'a-s---na-']
1073;ἱεροῖσι;['ἱερός'];['a-p---md-']
1074;ἱερῶν;['ἱερός'];['a-p---ng-']
1075;ἱλήκοι;['ἱλήκω'];['v3spoa---']
1076;ἱμερόεσσαν;['ἱμερόεις'];['a-s---fa-']
1077;ἱστία;['ἱστίον'];['n-p---na-']
1078;ἱστὸν;['ἱστός'];['n-s---ma-']
1079;ἱστοδόκῃ;['ἱστοδόκη'];['n-s---fd-']
1080;κάθεσαν;['καθίημι'];['v3paia---']
1081;κάθετον;['κάθετος'];['a-s---fa-']
1082;κάλυψε;['καλύπτω'];['v3saia---']
1083;κάρηνα;['κάρηνον'];['n-p---nn-']
1084;κάτεχεν;['κατέχω'];['v3siia---']
1085;καθαρῶς;['καθαρός'];['d--------']
1086;καθήατο;['κάθημαι'];['v3piim---']
1087;καθίζουσιν;['καθίζω'];['v3ppia---']
1088;καθ’;['κατά'];['r--------']
1089;καὶ;['καί'];['c--------']
1090;καί;['καί'];['c--------']
1091;κακὰ;['κακός'];['a-p---na-']
1092;κακὸν;['κακός'];['a-s---nn-', 'a-s---na-']
1093;κακόν;['κακός'];['a-s---na-']
1094;κακῷ;['κακός'];['a-s---nd-']
1095;καλὰ;['καλός'];['a-p---na-', 'a-p---nn-']
1096;καλά;['καλός'];['a-p---na-']
1097;καλέειν;['καλέω'];['v--pna---']
1098;καλὴ;['καλός'];['a-s---fn-']
1099;καλῇ;['καλός'];['a-s---fd-']
1100;καλλίζωνοί;['καλλίζωνος'];['a-p---fn-']
1101;καλλίρροον;['καλλίρρους'];['a-s---na-']
1102;καλλίρροος;['καλλίρροος'];['a-s---fn-']
1103;καλλιζώνους;['καλλίζωνος'];['n-p---fa-']
1104;καλλιπλόκαμος;['καλλιπλόκαμος'];['n-s---fn-']
1105;καλλιρέεθρον;['καλλιρέεθρος'];['a-s---ma-']
1106;καλλιρρόου;['καλλίρρους'];['a-s---fg-']
1107;καλῷ;['καλός'];['a-s---nd-']
1108;καμάτῳ;['κάματος'];['n-s---md-']
1109;καμπύλα;['καμπύλος'];['a-p---nn-']
1110;καναχὴν;['καναχή'];['n-s---fa-']
1111;καρπαλίμως;['καρπάλιμος'];['d--------']
1112;καρπὸν;['καρπός'];['n-s---ma-']
1113;καρπῷ;['καρπός'];['n-s---md-']
1114;καρτερὸν;['καρτερός'];['a-s---ma-']
1115;καρτερόν;['καρτερός'];['a-s---ma-']
1116;κασιγνήτῃσι;['κασιγνήτη'];['n-p---fd-']
1117;κατὰ;['κατά'];['r--------']
1118;καταειμένον;['καθέννυμι'];['v-srpmna-']
1119;καταθνητοῖσι;['καταθνητός'];['a-p---md-']
1120;καταθνητῶν;['καταθνητός'];['a-p---mg-']
1121;καταπρηνεῖ;['καταπρηνής'];['a-s---fd-']
1122;καταστρέψας;['καταστρέφω'];['v-sapamn-']
1123;κατέβρως;['καταβιβρώσκω'];['v2saia---']
1124;κατέδυσε;['καταδύω'];['v3saia---']
1125;κατέπυσ’;['καταπύθω'];['v3saia---']
1126;κατειβόμενον;['κατείβω'];['v-sppmnn-']
1127;κατεκρέμασε;['κατακρεμάννυμι'];['v3saia---']
1128;κατεστήσαντο;['καθίστημι'];['v3paim---']
1129;κατεφαίνετο;['καταφαίνω'];['v3siim---']
1130;κατήλθομεν;['κατέρχομαι'];['v1paia---']
1131;κατῆλθες;['κατέρχομαι'];['v2saia---']
1132;κατόπισθεν;['κατόπισθεν'];['d--------']
1133;κε;['ἄν'];['g--------']
1134;κέ;['ἄν'];['g--------']
1135;κέδν’;['κεδνός'];['a-p---na-']
1136;κέκλυτε;['κλύω'];['v2pama---']
1137;κέκλυτέ;['κλύω'];['v2pama---']
1138;κέλευθα;['κέλευθος'];['n-p---na-']
1139;κέλευθοι;['κέλευθος'];['n-p---fn-']
1140;κέλευθον;['κέλευθος'];['n-s---fa-']
1141;κέν;['ἄν'];['g--------']
1142;κείνου;['ἐκεῖνος'];['p-s---mg-']
1143;κείν’;['ἐκεῖνος'];['p-p---na-']
1144;κεῖθι;['ἐκεῖθι'];['d--------']
1145;κεῖται;['κεῖμαι'];['v3spim---']
1146;κεῖτο;['κεῖμαι'];['v3siim---']
1147;κεκλημένη;['καλέω'];['v-srpmfn-']
1148;κεκλιμέναι;['κλίνω'];['v-prpmfn-']
1149;κεκλιμένη;['κλίνω'];['v-srpmfn-']
1150;κελαινὸν;['κελαινός'];['a-s---nn-']
1151;κεν;['ἄν'];['g--------']
1152;κεύσω;['κεύθω'];['v1sfia---']
1153;κεχολωμένος;['χολόω'];['v-srpmmn-']
1154;κῆλα;['κῆλον'];['n-p---na-']
1155;κῆρ;['κέαρ'];['n-s---na-']
1156;κίε;['κίω'];['v3siia---']
1157;κίθαρίς;['κίθαρις'];['n-s---fn-']
1158;κίθαρις;['κίθαρις'];['n-s---fn-']
1159;κίονα;['κίων'];['n-s---ma-']
1160;κιθαρίζων;['κιθαρίζω'];['v-sppamn-']
1161;κικλήσκεται;['κικλήσκω'];['v3spim---']
1162;κινήθη;['κινέω'];['v3saip---']
1163;κιχήσαο;['κιχάνω'];['v2saim---']
1164;κλέος;['κλέος'];['n-s---nn-', 'n-s---na-']
1165;κλίναντες;['κλίνω'];['v-papamn-']
1166;κλινθεῖσα;['κλίνω'];['v-sappfn-']
1167;κλύον;['κλύω'];['v3piia---']
1168;κλύσσει;['κλύζω'];['v3sasa---']
1169;κλυτὰ;['κλυτός'];['a-p---na-']
1170;κνημὸν;['κνημός'];['n-s---ma-']
1171;κνίσση;['κνῖσα'];['n-s---fn-']
1172;κόλπος;['κόλπος'];['n-s---mn-']
1173;κόμισσεν;['κομίζω'];['v3saia---']
1174;κοίλη;['κοῖλος'];['a-s---fn-']
1175;κοίλην;['κοῖλος'];['a-s---fa-']
1176;κομέουσι;['κομέω'];['v3ppia---']
1177;κορυφῇ;['κορυφή'];['n-s---fd-']
1178;κούρην;['κόρη'];['n-s---fa-']
1179;κοῦραι;['κόρη'];['n-p---fv-']
1180;κραδίην;['καρδία'];['n-s---fa-']
1181;κραιπνὸς;['κραιπνός'];['a-s---mn-']
1182;κραναήπεδός;['κραναήπεδος'];['a-s---mn-']
1183;κραναῇ;['κραναός'];['a-s---fd-']
1184;κρατέουσιν;['κρατέω'];['v3ppia---']
1185;κρατερόν;['κρατερός'];['a-s---ma-']
1186;κρατεροῖο;['κρατερός'];['a-s---mg-']
1187;κρατερῷ;['κρατερός'];['a-s---md-']
1188;κρατὸς;['κράς'];['n-s---fg-']
1189;κρείσσων;['κρατύς'];['a-s---mnc']
1190;κρήνη;['κρήνη'];['n-s---fn-']
1191;κρήνης;['κρήνη'];['n-s---fg-']
1192;κροτέουσι;['κροτέω'];['v3ppia---']
1193;κτεῖνεν;['κτείνω'];['v3siia---']
1194;κτήμαθ’;['κτῆμα'];['n-p---na-']
1195;κτήματα;['κτῆμα'];['n-p---na-']
1196;κτύπον;['κτύπος'];['n-s---ma-']
1197;κτύπος;['κτύπος'];['n-s---mn-']
1198;κῦμα;['κῦμα'];['n-s---nn-']
1199;κυανοπρώροιο;['κυανόπρῳρος'];['a-s---fg-']
1200;κυδίστη;['κύδιστος'];['a-s---fvs']
1201;κυλινδομένη;['κυλίνδω'];['v-sppmfn-']
1202;κ’;['ἄν'];['g--------']
1203;λάβρος;['λάβρος'];['a-s---mn-']
1204;λάεσσιν;['λᾶας'];['n-p---md-']
1205;λάθωμαι;['λανθάνω'];['v1sasm---']
1206;λάινον;['λάϊνος'];['a-s---ma-']
1207;λαβοῦσα;['λαμβάνω'];['v-sapafn-']
1208;λαῖμα;['λαῖμα'];['n-s---na-']
1209;λαῖτμα;['λαῖτμα'];['n-s---na-']
1210;λαῖφος;['λαῖφος'];['n-s---na-']
1211;λαῶν;['λαός'];['n-p---mg-']
1212;λέχος;['λέχος'];['n-s---na-']
1213;λεῖπε;['λείπω'];['v3siia---']
1214;λειμῶνι;['λειμών'];['n-s---md-']
1215;λεπτῷ;['λεπτός'];['a-s---nd-']
1216;λευκὰ;['λευκός'];['a-p---na-']
1217;λευκῷ;['λευκός'];['a-s---nd-']
1218;λευκωλένου;['λευκώλενος'];['a-s---fg-']
1219;λεχεποίην;['λεχεποίη'];['n-s---ma-']
1220;λήξω;['λήγω'];['v1sfia---']
1221;λήσει;['λανθάνω'];['v3sfia---']
1222;ληιστῆρες;['λῃστήρ'];['n-p---mn-']
1223;λίην;['λίαν'];['d--------']
1224;λίμνης;['λίμνη'];['n-s---fg-']
1225;λίνοισιν;['λίνον'];['n-p---nd-']
1226;λιγυπνοίοις;['λιγύπνοιος'];['a-p---md-']
1227;λιμένες;['λιμήν'];['n-p---mn-']
1228;λιμέν’;['λιμήν'];['n-s---ma-']
1229;λιπαρωτάτη;['λιπαρός'];['a-s---fns']
1230;λόον;['λούω'];['v3piia---']
1231;λόφον;['λόφος'];['n-s---ma-']
1232;λύοντο;['λύω'];['v3piim---']
1233;λύσαντε;['λύω'];['v-dapamn-']
1234;λῦσαν;['λύω'];['v3paia---']
1235;μάκαιρ’;['μάκαρ'];['a-p---fv-']
1236;μάλα;['μάλα'];['d--------']
1237;μάλιστα;['μάλα'];['d-------s']
1238;μάλιστ’;['μάλα'];['d-------s']
1239;μάλ’;['μάλα'];['d--------']
1240;μάχαιραν;['μάχαιρα'];['n-s---fa-']
1241;μακάρεσσι;['μάκαρ'];['a-p---md-']
1242;μακρὰ;['μακρός'];['a-p---na-']
1243;μακρὸν;['μακρός'];['a-s---na-']
1244;μαλακῷ;['μαλακός'];['a-s---md-']
1245;μαρμαρυγαί;['μαρμαρυγή'];['n-p---fn-']
1246;μαψιδίως;['μαψίδιος'];['d--------']
1247;μὲν;['μέν'];['g--------']
1248;μέγα;['μέγας'];['a-s---nn-', 'a-s---na-']
1249;μέγαν;['μέγας'];['a-s---ma-']
1250;μέγας;['μέγας'];['a-s---mn-']
1251;μέγιστον;['μέγας'];['a-s---nns']
1252;μέγιστος;['μέγας'];['a-s---mns']
1253;μέγ’;['μέγας'];['a-s---na-']
1254;μέλαινα;['μέλας'];['a-s---fn-']
1255;μέλαιναι;['μέλας'];['a-p---fn-']
1256;μέλαιναν;['μέλας'];['a-s---fa-']
1257;μέλει;['μέλω'];['v3spia---']
1258;μέν;['μέν'];['g--------']
1259;μένος;['μένος'];['n-s---nn-']
1260;μένουσα;['μένω'];['v-sppafn-']
1261;μέντοι;['μέντοι'];['g--------']
1262;μέσῳ;['μέσος'];['a-s---nd-']
1263;μεγάλη;['μέγας'];['a-s---fn-']
1264;μεγάλην;['μέγας'];['a-s---fa-']
1265;μεγάλου;['μέγας'];['a-s---mg-']
1266;μεγάροιο;['μέγαρον'];['n-s---ng-']
1267;μεγάροισι;['μέγαρον'];['n-p---nd-']
1268;μεθ’;['μετά'];['r--------']
1269;μείδησε;['μειδάω'];['v3saia---']
1270;μελαίνῃ;['μέλας'];['a-s---fd-']
1271;μελαίνης;['μέλας'];['a-s---fg-']
1272;μελεδῶνας;['μελεδών'];['n-p---fa-']
1273;μελίγηρυν;['μελίγηρυς'];['a-s---fa-']
1274;μελίφρονος;['μελίφρων'];['a-s---mg-']
1275;μενέει;['μένω'];['v3sfia---']
1276;μενοίνησεν;['μενοινάω'];['v3saia---']
1277;μεσηγύ;['μεσηγύ'];['d--------']
1278;μετὰ;['μετά'];['r--------']
1279;μεταμέλπεται;['μεταμέλπομαι'];['v3spim---']
1280;μεταπρέπει;['μεταπρέπω'];['v3spia---']
1281;μεταπρέποι;['μεταπρέπω'];['v3spoa---']
1282;μετέσσομαι;['μέτειμι'];['v1sfim---']
1283;μετηύδα;['μεταυδάω'];['v3siia---']
1284;μετόπισθεν;['μετόπισθε'];['d--------']
1285;μετ’;['μετά'];['r--------']
1286;μευ;['ἐγώ'];['p-s---cg-']
1287;μη;['μή'];['d--------']
1288;μὴν;['μήν'];['g--------']
1289;μή;['μή'];['d--------']
1290;μήτηρ;['μήτηρ'];['n-s---fn-']
1291;μῆλα;['μῆλον'];['n-p---nn-', 'n-p---na-']
1292;μῆνές;['μείς'];['n-p---mn-']
1293;μηδέν;['μηδείς'];['p-s---na-']
1294;μητίετα;['μητίετα'];['n-s---mn-']
1295;μητίσεαι;['μητίομαι'];['v2sfim---']
1296;μητίσομ’;['μητίομαι'];['v1sfim---']
1297;μητιόεντος;['μητιόεις'];['a-s---mg-']
1298;μίμνε;['μίμνω'];['v3siia---']
1299;μιμεῖσθ’;['μιμέομαι'];['v--pnm---']
1300;μιν;['μιν'];['p-s---ma-', 'p-s---fa-']
1301;μνήσασθ’;['μιμνῄσκω'];['v2pamm---']
1302;μνήσομαι;['μιμνῄσκω'];['v1sfim---']
1303;μνήσομ’;['μιμνῄσκω'];['v1sfim---']
1304;μνησάμεναι;['μιμνῄσκω'];['v-papmfn-']
1305;μνησάμενοι;['μιμνῄσκω'];['v-papmmn-']
1306;μνηστῆρσιν;['μνηστήρ'];['n-p---md-']
1307;μνωόμενος;['μνάομαι'];['v-sppmmn-']
1308;μογοστόκος;['μογοστόκος'];['a-s---fn-']
1309;μοι;['ἐγώ'];['p-s---cd-']
1310;μοῖρα;['μοῖρα'];['n-s---fn-']
1311;μούνη;['μόνος'];['a-s---fn-']
1312;μῦθον;['μῦθος'];['n-s---ma-']
1313;μυρία;['μυρίος'];['a-p---na-']
1314;μ’;['ἐγώ'];['p-s---ca-']
1315;ναιετάασκον;['ναιετάω'];['v3piia---']
1316;ναιετάοντες;['ναιετάω'];['v-pppamn-']
1317;ναιεταώσας;['ναιετάω'];['v-sapamn-']
1318;ναυσικλειτή;['ναυσικλειτός'];['a-s---fn-']
1319;ναυσικλειτῆς;['ναυσικλειτός'];['a-s---fg-']
1320;νέκταρ;['νέκταρ'];['n-s---na-']
1321;νέφεσσιν;['νέφος'];['n-p---nd-']
1322;νεοδμὴς;['νεοδμής'];['n-s---mn-']
1323;νεφέων;['νέφος'];['n-p---ng-']
1324;νεφεληγερέτα;['νεφεληγερέτα'];['n-s---mn-']
1325;νεφεληγερέταο;['νεφεληγερέτα'];['n-s---mg-']
1326;νή;['νή'];['r--------']
1327;νήια;['νήϊος'];['a-p---na-']
1328;νήπιοι;['νήπιος'];['a-p---mv-']
1329;νήσου;['νῆσος'];['n-s---fg-']
1330;νήσους;['νῆσος'];['n-p---fa-']
1331;νήσῳ;['νῆσος'];['n-s---fd-']
1332;νήσων;['νῆσος'];['n-p---fg-']
1333;νῆα;['ναῦς'];['n-s---fa-']
1334;νῆάς;['ναῦς'];['n-p---fa-']
1335;νῆσός;['νῆσος'];['n-s---fn-']
1336;νῆσον;['νῆσος'];['n-s---fa-']
1337;νῆ’;['ναῦς'];['n-s---fa-']
1338;νηγατέῳ;['νηγάτεος'];['a-s---nd-']
1339;νηὶ;['ναῦς'];['n-s---fd-']
1340;νημερτέα;['νημερτής'];['a-s---fa-']
1341;νηὸν;['ναός'];['n-s---ma-']
1342;νηὸς;['ναῦς'];['n-s---fg-']
1343;νηόν;['ναός'];['n-s---ma-']
1344;νηοί;['ναός'];['n-p---mn-']
1345;νηοῖσι;['ναός'];['n-p---md-']
1346;νηούς;['ναός'];['n-p---ma-']
1347;νηῦς;['ναῦς'];['n-s---fn-']
1348;νηῷ;['ναός'];['n-s---md-']
1349;νιφόεντα;['νιφόεις'];['a-s---ma-']
1350;νόημα;['νόημα'];['n-s---nn-']
1351;νόημ’;['νόημα'];['n-s---na-']
1352;νόμοι;['νόμος'];['n-p---mn-']
1353;νόον;['νόος'];['n-s---ma-']
1354;νόστου;['νόστος'];['n-s---mg-']
1355;νόσφι;['νόσφι'];['r--------']
1356;νόσφιν;['νόσφι'];['r--------', 'd--------']
1357;νοῆσαι;['νοέω'];['v--ana---']
1358;νύκτας;['νύξ'];['n-p---fa-']
1359;νῦν;['νῦν'];['d--------']
1360;ξεῖνοι;['ξένος'];['a-p---mv-']
1361;ξεῖνος;['ξένος'];['a-s---mn-']
1362;ξεῖν’;['ξένος'];['a-s---mv-']
1363;ξεστοῖσιν;['ξεστός'];['a-p---md-']
1364;ξὺν;['σύν'];['r--------']
1365;ξύν;['σύν'];['r--------']
1366;ὄλβια;['ὄλβιος'];['a-p---na-']
1367;ὄμοσέν;['ὄμνυμι'];['v3saia---']
1368;ὄμοσσε;['ὄμνυμι'];['v3saia---']
1369;ὄνειδος;['ὄνειδος'];['n-s---na-']
1370;ὄρεα;['ὄρος'];['n-p---nn-']
1371;ὄρος;['ὄρος'];['n-s---nn-', 'n-s---na-']
1372;ὄρουσα;['ὀρούω'];['v1saia---']
1373;ὄρουσε;['ὀρούω'];['v3saia---']
1374;ὄσσε;['ὄσσε'];['n-d---na-']
1375;ὄφελ’;['ὀφείλω'];['v3saia---']
1376;ὄφρα;['ὄφρα'];['c--------']
1377;ὄφρ’;['ὄφρα'];['c--------']
1378;ὄχεα;['ὄχος'];['n-p---na-']
1379;ὄχθον;['ὄχθος'];['n-s---ma-']
1380;ὀδύνῃσιν;['ὀδύνη'];['n-p---fd-']
1381;ὀίετο;['οἴομαι'];['v3siim---']
1382;ὀίομαι;['οἴομαι'];['v1spim---']
1383;ὀλεῖται;['ὄλλυμι'];['v3sfim---']
1384;ὀλόλυξαν;['ὀλολύζω'];['v3paia---']
1385;ὀμόσσαι;['ὄμνυμι'];['v--ana---']
1386;ὀξέος;['ὀξύς'];['a-s---mg-']
1387;ὀπάζειν;['ὀπάζω'];['v--pna---']
1388;ὀπὶ;['ὄψ'];['n-s---fd-']
1389;ὀπίσσω;['ὀπίσω'];['d--------']
1390;ὀργείονας;['ὀργέων'];['n-p---ma-']
1391;ὀρέων;['ὄρος'];['n-p---ng-']
1392;ὀρούσει;['ὀρούω'];['v3sfia---']
1393;ὀρχεῦντ’;['ὀρχέομαι'];['v3piim---']
1394;ὀρχηθμῷ;['ὀρχηθμός'];['n-s---md-']
1395;ὀφθαλμοῖσιν;['ὀφθαλμός'];['n-p---md-']
1396;ὁ;['ὁ'];['l-s---mn-']
1397;ὃ;['ὁ'];['l-s---mn-']
1398;ὃν;['ἑός', 'ὅς'];['a-s---ma-', 'p-s---ma-']
1399;ὃς;['ὅς'];['p-s---mn-']
1400;ὅ;['ὁ'];['l-s---na-', 'l-s---mn-']
1401;ὅθι;['ὅθι'];['d--------']
1402;ὅν;['ὅς'];['p-s---ma-']
1403;ὅντε;['ὅστε'];['p-s---ma-']
1404;ὅου;['ὅς'];['p-s---mg-']
1405;ὅπλα;['ὅπλον'];['n-p---na-']
1406;ὅπλ’;['ὅπλον'];['n-p---na-']
1407;ὅππως;['ὅπως'];['c--------']
1408;ὅρκον;['ὅρκος'];['n-s---ma-']
1409;ὅρκος;['ὅρκος'];['n-s---mn-']
1410;ὅρμον;['ὅρμος'];['n-s---ma-']
1411;ὅς;['ὅς'];['p-s---mn-']
1412;ὅσοι;['ὅσος'];['p-p---mn-']
1413;ὅσον;['ὅσος'];['p-s---na-']
1414;ὅσσα;['ὅσος'];['p-p---na-']
1415;ὅσσαι;['ὅσος'];['p-p---fn-']
1416;ὅσσον;['ὅσος'];['p-s---na-']
1417;ὅσσους;['ὅσος'];['p-p---ma-']
1418;ὅστε;['ὅστε'];['p-s---mn-']
1419;ὅσ’;['ὅσος'];['p-p---na-']
1420;ὅτε;['ὅτε'];['c--------']
1421;ὅττι;['ὅστις'];['p-s---na-']
1422;ὅτ’;['ὅτε'];['c--------']
1423;ὁδὸν;['ὁδός'];['n-s---fa-']
1424;ὁδόν;['ὁδός'];['n-s---fa-']
1425;ὁμήγυριν;['ὁμήγυρις'];['n-s---fa-']
1426;ὁμότροφος;['ὁμότροφος'];['a-s---fn-']
1427;ὁμοῖαι;['ὅμοιος'];['a-p---fn-']
1428;ὁπότ’;['ὁπότε'];['c--------']
1429;ὁππότε;['ὁπότε'];['c--------']
1430;ὁππότ’;['ὁπότε'];['c--------']
1431;ὁρμαίνων;['ὁρμαίνω'];['v-sppamn-']
1432;ὁσίη;['ὅσιος'];['a-s---fn-']
1433;οἴη;['οἶος'];['a-s---fn-']
1434;οἴης;['οἶος'];['a-s---fg-']
1435;οἴνοπι;['οἶνοψ'];['n-s---md-']
1436;οἴσεις;['φέρω'];['v2sfia---']
1437;οἴσομεν;['φέρω'];['v1pfia---']
1438;οἶδμ’;['οἶδμα'];['n-s---na-']
1439;οἶος;['οἶος'];['a-s---mn-']
1440;οἰκεῖ;['οἰκέω'];['v3spia---']
1441;οἰκήσειν;['οἰκέω'];['v--fna---']
1442;οἰκία;['οἰκίον'];['n-p---na-', 'n-s---fn-']
1443;οἱ;['ἕ', 'ὁ'];['l-p---mn-', 'p-s---cd-']
1444;οἳ;['ὅς', 'ὁ'];['l-p---mn-', 'p-p---mn-']
1445;οἵ;['ὅς', 'ὁ'];['l-p---mn-', 'p-p---mn-']
1446;οἵτε;['ὅστε'];['p-p---mn-']
1447;οἷά;['οἷος'];['p-p---na-']
1448;οἷοί;['οἷος'];['p-p---mn-']
1449;οἷς;['ἑός'];['a-p---md-']
1450;οἷσί;['ὅς'];['p-p---md-']
1451;οὐ;['οὐ'];['d--------']
