form;lemma;postag
Σύρᾠ;['Σύρος'];['a-s---mn-']
ἀναχθέντες;['ἀνάγω'];['v-pappmn-']
κρείττονι;['ἀγαθός'];['a-s---mdc']
ἀνέστησαν;['ἀνίστημι'];['v3paia---']
ὑπέκειντο;['ὑπόκειμαι'];['v3piie---']
μέλλοι;['μέλλω'];['v3spoa---']
Φιλοπάτωρ;['Φιλοπάτωρ'];['n-s---mn-']
βάσεσιν;['βάσις'];['n-p---fd-']
ἀροτῆρες;['ἀροτήρ'];['n-p---mn-']
προελθών;['προέρχομαι'];['v-sapamn-']
προστιθέται;['προστιθήμι'];[]
ἀφέσεις;['ἄφεσις'];['n-p---fn-']
ποιητική;['ποιητικός'];[]
σκοπῆται;['σκοπέω'];['v3spse---']
κειμένους;['κεῖμαι'];['v-pppema-']
φόνου;['φόνος'];['n-s---mg-']
διαλέγου;['διαλέγω'];['v2spme---']
ἀπεψηφίσασθε;['ἀποψηφίζομαι'];['v2paim---']
παρενέβαλε;['παρεμβάλλω'];['v3saia---']
τυραννεύοντι;['τυραννεύω'];['v-sppamd-']
Ἄνυτος;['Ἄνυτος'];['n-s---mn-']
Ματθίου;['Ματθίας'];['n-s---mg-']
ἐπλήθυεν;['πληθύω'];[]
χωρεῖ;['χωρέω'];[]
ἀποθέοντες;['ἀποθέω'];['v-pppamn-']
Ἀλωπεκῆθεν;['Ἀλωπεκῆθεν'];['d--------']
ἀντιάσας;['ἀντιάω', 'ἀντιάζω'];['v-sapamn-']
ζώοντα;['ζάω'];['v-pppana-']
χρησάμενος;['χράω'];['v-sapmmn-']
βουλομένου;['βούλομαι'];['v-sppemg-']
ἀναδιδοῖ;['ἀναδίδωμι'];['v3spia---']
δραμάτιον;['δραμάτιον'];['n-s---na-']
θυόμενος;['θύω'];['v-sppemn-']
Ἀμμαοῦν;['Ἀμμαόος'];['n-s---fa-']
μᾶλλον;['μάλα'];['d-------c']
ἀκροωμένους;['ἀκροάομαι'];['v-pfpema-']
διέκειτο;['διάκειμαι'];['v3siie---']
Διονυσίων;['Διονύσια'];['n-p---ng-']
τουτονὶ;['οὗτος'];['a-s---ma-', 'p-s---ma-']
μανικὰ;['μανικός'];['a-p---nn-']
ἐγκείμενον;['ἔγκειμαι'];['v-sppena-']
ἀμφιστόμου;['ἀμφίστομος'];['a-s---fg-']
ἁδρός;['ἁδρός'];['a-s---mn-']
τάχιστά;['ταχύς'];['a-p---nas']
Μαριάμμη;['Μαριάμμη'];['n-s---fn-']
Γρακχείου;['Γράκχειος'];['a-s---mg-']
σαφέστατ᾽;['σαφής'];['a-p---nas']
συντονώτερον;['σύντονος'];['a-s---nac']
προστησαμένους;['προίστημι'];['v-papmma-']
ἐμβάντες;['ἐμβαίνω'];['v-papamn-']
τάς;['ὁ'];['l-p---fa-']
μησὶν;['μείς'];['n-p---md-']
παρασχὼν;['παρέχω'];['v-sapamn-']
πενθερὰν;['πενθερά'];['n-s---fa-']
ἀποτέμνεται;['ἀποτέμνω'];['v3spie---']
ἐγγυῆσαι;['ἐγγυάω'];['v--ana---']
εὐφυΐας;['εὐφυία'];['n-s---fg-']
τινά;['τις'];[]
δεινὸν;['δεινός'];['a-s---nn-', 'a-s---na-']
ἀτρεμίζουσαν;['ἀτρεμίζω'];['v-sppafa-']
διατριβὴ;['διατριβή'];['n-s---fn-']
μωρίην;['μωρία'];['n-s---fa-']
προεστὼς;['προίστημι'];['v-srpamn-']
ποιήσηται;['ποιέω'];['v3sasm---']
Λεοντίνους;['Λεοντῖνος'];['n-p---ma-']
διατριβάς;['διατριβή'];[]
ἀναπλῆσαι;['ἀναπίμπλημι'];['v--ana---']
Γηρυτάδῃ;['Γηρυτάδης'];['n-s---md-']
γεγονὸς;['γίγνομαι'];['v-srpann-']
Λακινίου;['Λακίνιος'];['a-s---ng-']
κατανοεῖν;['κατανοέω'];['v--pna---']
πέμψαντες;['πέμπω'];['v-papamn-']
σὰν;['σὰν'];['n-----n--']
διεψεῦσθαι;['διαψεύδω'];['v--rne---']
ἀπόντα;['ἄπειμι'];['v-sppama-']
ἐκλιπὼν;['ἐκλείπω'];['v-sapamn-']
ἀνηλώθη;['ἀναλίσκω'];['v3saip---']
παρηνώχλουν;"['παρενοχλέω']";['v3piia---']
καταχρῆται;['καταχράω'];['v3spse---', 'v3spie---']
μισθαρνοῦσα;['μισθαρνέω'];['v-sppafn-']
ἀξιοχρέους;['ἀξιόχρεος'];['a-p---fa-']
χειροτονῶν;['χειροτονέω'];['v-sppamn-']
Κέρας;['κέρας'];['n-s---na-']
ἀπίστασθε;['ἀφίστημι'];['v2ppme---']
ὑπέδακνεν;['ὑποδάκνω'];[]
πλείοσιν;['πολύς'];['a-p----dc', 'a-p---fdc']
περίεισιν;['περίειμι'];['v3ppia---']
φθάνουσιν;['φθάνω'];['v3ppia---']
εἰπόντα;['λέγω'];['v-sapama-']
ἄνω;['ἄνω'];['d--------']
προσελθὼν;['προσέρχομαι'];['v-sapamn-']
διελέχθησαν;['διαλέγω'];['v3paip---']
παραπέφυκε;['παραφύω'];['v3sria---']
θυρώματα;['θύρωμα'];['n-p---nn-']
ταλαιπώρως;['ταλαίπωρος'];['d--------']
θεμέλιοι;['θεμέλιος'];['n-p---mn-']
προϊδόμενον;['προοράω'];['v-sapmna-']
ἐθελοκάκεόν;['ἐθελοκακέω'];[]
ἀπόλοιτο;['ἀπόλλυμι'];['v3saom---']
πανηγύριος;['πανήγυρις'];['n-s---fg-']
Δεσμώτιδι;['δεσμῶτις'];['n-s---fd-']
αἰσχύνονται;['αἰσχύνω'];['v3ppie---']
Γυμνοσοφισταῖς;['Γυμνοσοφισταί'];['n-p---md-']
βούλοιτό;['βούλομαι'];['v3spoe---']
ἡμᾶς;['ἐγώ'];['p1p---ma-']
δείξας;['δείκνυμι'];['v-sapamn-']
βάθεσι;['βάθος'];['n-p---nd-']
γευσάμενοί;['γεύω'];['v-papmmn-']
θυγατρίῳ;['θυγάτριον'];['n-s---nd-']
συγκειμένοις;['σύγκειμαι'];['v-prpend-']
λεγόμενοι;['λέγω'];['v-pppemn-']
χειμερίους;['χειμέριος'];['a-p---fa-']
κραυγανόμενον;['κραυγάνομαι'];['v-sppena-']
δήσας;['δέω'];['v-sapamn-']
χρύσεόν;['χρύσεος'];['a-s---na-']
ἀνείρξων;['ἀνέργω'];['v-sfpamn-']
Διομήδους;['Διομήδης'];['n-s---mg-']
Σαρματικοὶ;['Σαρματικός'];['n-p---mn-']
θύσω;['θύω'];['v1sasa---']
πατρίδι;['πατρίς'];['n-s---fd-']
ἀξιόχρεα;['ἀξιόχρεος'];['a-p---na-']
Αἰνείαν;['Αἰνείας'];['n-s---fa-', 'n-s---ma-']
Θεσπιέων;['Θεσπιεύς'];['n-p---mg-']
εἴσονται;['οἶδα'];['v3pfim---']
ῥᾳστώνην;['ῥᾳστώνη'];['n-s---fa-']
λόγγα;['λόγγος'];['a-s---fn-']
ζῆ;['ζάω'];['v2spma---']
Χαλυβώνιος;['Χαλυβώνιος'];['a-s---mn-']
ἐθελοντὶ;['ἐθελοντὶ'];['d--------']
θρόνῳ;['θρόνος'];['n-s---md-', 'n-s---nd-']
θάψειν;['θάπτω'];['v--fna---']
προϋπάρχων;['προυπάρχω'];['v-sppamn-']
μεσοπύργιον;['μεσοπύργιον'];['n-s---na-']
ἐκτρέφῃ;['ἐκτρέφω'];[]
πλείονες;['πολύς'];['a-p---mnc']
ἔχουσαν;['ἔχω'];['v-sppafa-']
αἰσχυνομένους;['αἰσχύνω'];['v-pppema-']
ἐγεύσαντο;['γεύω'];['v3paim---']
ἐθελησάντων;['θέλω'];['v-papamg-']
ἠγορόωντο;['ἀγοράομαι'];['v3piim---']
μητρόπολις;['μητρόπολις'];['n-s---fn-']
θολεροῦ;['θολερός'];['a-s---ng-']
ἀγαθά;['ἀγαθός'];['a-p---nn-', 'a-p---na-']
ὑποκριτῆρες;['ὑποκριτήρ'];['n-p---mv-']
ἀπελαύνοιεν;['ἀπελαύνω'];['v3ppoa---']
τράπεζαι;['τράπεζα'];['n-p---fn-']
κατίδωσιν;['καθοράω'];['v3pasa---']
χαλκάσπιδας;['χάλκασπις'];['n-p---ma-']
χρυσᾶ;['χρύσεος'];['a-p---na-']
ἀνέβωσε;['ἀναβοάω'];['v3saia---']
σκοπῆτε;['σκοπέω'];['v2ppsa---']
ἐμπλανωμένην;['ἐμπλανάομαι'];['v-sppefa-']
προσδοκῆσαι;['προσδοκέω'];['v--ana---']
ἀχύροισιν;['ἄχυρος'];['n-p---md-']
διερριμμένα;['διαρρίπτω'];['v-prpena-']
εἰσιόντ᾽;['εἴσειμι'];['v-sppama-']
λαμβάνοντας;['λαμβάνω'];['v-pppama-']
πριαίμην;['πρίαμαι'];['v1spom---']
θαυμάζειν;['θαυμάζω'];['v--pna---']
ἐλῶσι;['ἐλαύνω'];['v3pfia---']
ἀπολογούμενος;['ἀπολογέομαι'];['v-sppemn-']
παρασκεύαζε;['παρασκευάζω'];['v3siia---']
μνημόσυνον;['μνημόσυνον'];['n-s---na-']
καταφαγεῖν;['κατεσθίω'];['v--ana---']
ἀτερπέστατον;['ἀτερπής'];['a-s---nas']
Κρανείῳ;['Κράνειον'];['n-s---nd-']
Κυρσίλον;['Κυρσίλος'];['n-s---ma-']
διδάσκοντες;['διδάσκω'];['v-pppamn-']
κυριωτάτη;['κύριος'];['a-s---fns']
εἰδείην;['οἶδα'];['v1sroa---']
ὁδοιπόρων;['ὁδοιπόρος'];['n-p---mg-']
Καρδιανοῦ;['Καρδιανός'];['a-s---mg-']
Σφαῖρος;['σφαῖρος'];['n-s---mn-']
πομπεύειν;['πομπεύω'];['v--pna---']
ἀπαρχὴν;['ἀπαρχή'];['n-s---fa-']
ψεύσεται;['ψεύδω'];[]
εἰκών;['εἰκών'];[]
προσάξεσθαι;['προσάγω'];['v--fnm---']
ἀπικέσθαι;['ἀφικνέομαι'];['v--anm---']
καθαρὸς;['καθαρός'];['a-s---mn-']
περιελαύνοντες;['περιελαύνω'];['v-pppamn-']
πειράσομαι;['πειράω'];['v1sfim---']
βαπτομένῳ;['βάπτω'];['v-sppemd-']
Ἀγαθαρχίδης;['Ἀγαθαρχίδης'];['n-s---mn-']
πεμπομένοις;['πέμπω'];['v-pppemd-']
ἀντεκαθέζοντο;['ἀντικαθέζομαι'];['v3piim---']
ἀντιποιησάμενος;['ἀντιποιέω'];['v-sapmmn-']
Τάλων;['Τάλως'];['n-s---ma-']
κἀκείνην;['καί ἐκεῖνος'];['p-s---fa-']
εἷλκον;['ἕλκω'];['v3piia---']
διδάσκεσθαι;['διδάσκω'];['v--pne---']
μέζονα;['μέγας'];['a-p---nac']
διαίρει;['διαίρω'];['v3spia---']
φερεπονωτάτου;['φερέπονος'];['a-s---ngs']
διαφυγών;['διαφεύγω'];['v-sapamn-']
Φραόρτεω;['Φραόρτης'];['n-s---mg-']
διέμενον;['διαμένω'];['v3piia---']
προσαχθέντων;['προσάγω'];['v-pappmg-']
ἐκδεκόμενος;['ἐκδέχομαι'];['v-sppemn-']
πισσήρων;['πισσήρης'];['a-s---mn-']
φαυλότατον;['φαῦλος'];['a-s---nns']
δειρῆς;['δειρή'];['n-s---fg-']
ἀπειλούντων;['ἀπειλέω'];['v-pppamg-']
ἐκυνηγεῖτο;['κυνηγέω'];['v3siie---']
εἴασε;['ἐάω'];['v3saia---']
παρασπάσηταί;['παρασπάω'];['v3sasm---']
ἐμεωυτοῦ;['ἐμαυτοῦ'];['p-s---mg-']
ἀέκων;['ἀέκων'];['a-s---mn-']
ἐμφυλίους;['ἐμφύλιος'];['a-p---fa-']
δίκτυα;['δίκτυον'];['n-s---fa-']
κατασκευήν;['κατασκευή'];['n-s---fa-']
πλουσιωτάτην;['πλούσιος'];['a-s---fas']
καλά;['καλός'];[]
νομίσαντας;['νομίζω'];['v-papama-']
Μαντιθέου;['Μαντίθεος'];['n-s---mg-']
ἀξιούμεναι;['ἀξιόω'];['v-pppefn-']
ὑποστορεῖτε;['ὑποστόρνυμι'];['v2pfia---']
προπηλακιζομένην;['προπηλακίζω'];['v-sppefa-']
συμμίξωσι;['συμμίγνυμι'];['v3pasa---']
ἐλέγχων;['ἔλεγχος'];['n-p---mg-']
ἀνεσώσαντο;['ἀνασῴζω'];['v3paim---']
πίστιν;['πίστις'];['n-s---fa-']
τέλεσι;['τέλος'];['n-p---nd-']
ἀμπέχονται;['ἀμπέχω'];['v3ppie---']
θαλαττοκρατεῖν;['θαλασσοκρατέω'];['v--pna---']
ἠυκόμοιο;['εὔκομος'];['a-s---fg-']
νεωτερίζουσι;['νεωτερίζω'];['v-pppamd-']
ἀνηλωκέναι;['ἀναλίσκω'];['v--rna---']
ἀνέκειτο;['ἀνάκειμαι'];['v3siie---']
φανέωσι;['φαίνω'];['v3ppsa---']
ἐλέγχουσιν;['ἐλέγχω'];['v3ppia---']
ἁβρύνονται;['ἁβρύνω'];['v3ppie---']
Φίλιππον;['Φίλιππος'];['n-s---ma-']
ἀναθήμασιν;['ἀνάθημα'];['n-p---nd-']
παρεκβάσεως;['παρέκβασις'];['n-s---fg-']
ἐνέκειντο;['ἔγκειμαι'];['v3piie---']
ἄξιον;['ἄξιος'];['a-s---na-', 'a-s---ma-']
διαλεχθεὶς;['διαλέγω'];['v-sappmn-']
πιστά;['πιστός'];[]
ἀπορῶ;['ἀπορέω'];['v1spia---']
καταλέλοιπεν;['καταλείπω'];['v3sria---']
ἔπιπτεν;['πίπτω'];['v3siia---']
περινήχεται;['περινήχομαι'];['v3spie---']
ἀναλίσκει;['ἀναλίσκω'];['v3spia---']
συναχθέντων;['συνάγω'];['v-pappmg-']
ἀλύπως;['ἄλυπος'];['d--------']
Παιδείας;['παιδεία'];['n-s---fg-']
συμμίσγεται;['συμμίγνυμι'];['v3spie---']
πανούργῳ;['πάνουργος'];['a-s---md-']
διηγησαμένη;['διηγέομαι'];['v-sapefn-']
ἀγαπώμενος;['ἀγαπάω'];['v-sppemn-']
θάλαττα;['θάλασσα'];['n-s---fn-']
χιόνων;['χιών'];['n-p---fg-']
σινδονίσκῃ;['σινδονίσκος'];['n-s---fd-']
λιπαρήσεις;['λιπάρησις'];['n-p---fa-']
τελευτῶντα;['τελευτάω'];['v-pppana-']
προειρημένῃ;['προλέγω'];['v-srpefd-']
κωμάζειν;['κωμάζω'];['v--pna---']
Σύλλα;['Σύλλας'];['n-s---mg-', 'n-s---mn-']
διαζηλοτυπουμένη;['διαζηλοτυπέομαι'];['v-sppefn-']
ἐβδομήκοντα;['ἐβδομήκοντα'];['m--------']
σφετέρου;['σφέτερος'];['a-s---ng-']
ἧττον;['κακός'];['a-s---nac']
λογιώτατοι;['λόγιος'];['a-p---mns']
πλεονεξίαν;['πλεονεξία'];['n-s---fa-']
ἀπάνευθε;['ἀπάνευθε'];['d--------']
ἀετὸς;['ἀετός'];['n-s---mn-']
ἀπορέοντα;['ἀπορέω'];['v-sppama-']
τύπτοντες;['τύπτω'];['v-pppamn-']
σκυτίνην;['σκύτινος'];['a-s---fa-']
ἀπιοῦσαν;['ἄπειμι'];['v-sppafa-']
ἐγκάτθετο;['ἐγκατατίθημι'];[]
προσηγόρευσαν;['προσαγορεύω'];['v3paia---']
μαθητὰς;['μαθητής'];['n-p---ma-']
θεραπαινῶν;['θεράπαινα'];['n-p---fg-']
κατασκευάσαι;['κατασκευάζω'];['v--ana---']
ἀωρὶ;['ἀωρί'];['d--------']
νουθετημάτων;['νουθέτημα'];['n-p---ng-']
ὑποκείμενον;['ὑπόκειμαι'];['v-srpena-']
τειχους;['τεῖχος'];[]
μέλλω;['μέλλω'];['v1spsa---']
τραπέσθαι;['τρέπω'];['v--anm---']
ἁρπασθεῖσαν;['ἁρπάζω'];['v-sappfa-']
ἀσκεπτότερον;['ἄσκεπτος'];['a-s---nac']
οὐδένα;['οὐδείς'];['a-s---ma-', 'p-s---ma-']
ἀπόρρητον;['ἀπόρρητος'];['a-s---fa-']
τετρακύκλους;['τετράκυκλος'];['a-p---fa-']
Ἀτρομήτου;['Ἀτρόμητος'];['n-s---mg-']
στρατοπεδευομένοισι;['στρατοπεδεύω'];['v-pppemd-']
στέροιτο;['στέρομαι'];['v3spoe---']
συνοῦσιν;['σύνειμι'];['v-pppamd-']
διαβαλεῖν;['διαβάλλω'];['v--ana---']
στέρεσθαι;['στέρομαι'];['v--pne---']
προσελθεῖν;['προσέρχομαι'];['v--ana---']
ἐμπρήσαντα;['ἐμπρήθω', 'ἐμπίμπρημι'];['v-sapama-']
ὠδυνᾶτο;['ὀδυνάω'];[]
ἡντινοῦν;['ὅστις'];['p-s---fa-', 'a-s---fa-']
πρεσβευταὶ;['πρεσβευτής'];['n-p---mn-']
παρώρμησεν;['παρορμάω'];['v3saia---']
Μελίσσῃ;['Μέλισσα'];['n-s---md-']
πεποίηκεν;['ποιέω'];['v3sria---']
σκιροφοριῶνος;['σκιροφοριών'];['n-s---mg-']
Προκρίδι;['Πρόκρις'];['n-s---fd-']
ξεῖνʼ;['ξένος'];['n-s---mv-']
Σαμαρείτιδι;[' Σαμαρεῖτις'];['n-s---fd-']
συμβολαίων;['συμβόλαιος'];['a-p---ng-']
πρῶτοισι;['πρῶτος'];[]
τόνδε;['ὅδε'];['a-s---ma-', 'p-s---ma-', 'p-s---na-']
κρητὴρ;['κρατήρ'];['n-s---mn-']
κατέστην;['καθίστημι'];['v1saia---']
Καμπανός;['Καμπανός'];['a-s---mn-']
προσοροῦντα;['προσορέω'];['v-pppana-']
Ἰβηρικὸν;['Ἰβηρικός'];['a-s---ma-']
πληγῆς;['πληγή'];['n-s---fg-']
ἀνοήτων;['ἀνόητος'];['a-p---mg-']
διέβαινε;['διαβαίνω'];['v3siia---']
λιβανωτοῦ;['λιβανωτός'];['n-s---mg-']
ἐκπορευόμενος;['ἐκπορεύω'];['v-sppemn-']
Τευθρανίαν;['Τευθρανία'];['n-s---fa-']
μεῖζον;['μέγας'];['a-s---nnc', 'a-s---nac']
ἀνατρέπουσα;['ἀνατρέπω'];['v-sppafn-']
ποθεινότερος;['ποθεινός'];['a-s---mnc']
ἄκρη;['ἄκρα'];['n-s---fn-']
κρημνῶν;['κρημνός'];['n-p---mg-']
πεπρωτευκότα;['πρωτεύω'];['v-srpama-']
ἀποθανόντα;['ἀποθνῄσκω'];['v-sapama-']
τόλμαν;['τόλμα'];['n-s---fa-']
στέρνον;['στέρνον'];['n-s---na-']
πέπρακταί;['πράσσω'];['v3srie---']
παρεὼν;['πάρειμι'];['v-sppamn-']
θεραπαίναις;['θεράπαινα'];['n-p---fd-']
εἰκότα;['ἔοικα'];['v-prpana-', 'v-prpann-']
πότερον;['πότερος'];['a-s---na-']
χρησομένη;['χράω'];['v-sfpmfn-']
ὑπανιστάμενος;['ὑπανίστημι'];['v-sppemn-']
Ἱερώνυμος;['̔Ιερώνυμος'];['n-s---mn-']
τὠπὸ;['ἀπό'];['r--------']
οὐδʼ;['οὐδέ'];[]
ὅθεν;['ὅθεν'];['d--------']
χιλίοις;['χίλιοι'];['a-p---md-']
Κολωνὰς;['Κολωναί'];['n-p---fa-']
ἀτοπώτερον;['ἄτοπος'];['a-s---mac']
στένω;['στένω'];['v2spma---']
δεινὴ;['δεινός'];['a-s---fn-']
φιλαιτίων;['φιλαίτιος'];['a-p---mg-']
στησάμενοι;['ἵστημι'];['v-papmmn-']
χώρῳ;['χῶρος'];['n-s---md-']
μαχομένοισι;['μάχομαι'];['v-papmmd-']
ἀνομώτεροι;['ἄνομος'];['a-p---mnc']
διπλασίοσι;['διπλάσιος'];['a-p---fd-']
χρηματιστική;['χρηματιστικός'];[]
ὄντας;['εἰμί'];['v-pppama-']
χαλκῆ;['χάλκεος'];['a-s---fn-']
τιμωρεῖν;['τιμωρέω'];['v--pna---']
Φρύγες;['Φρύξ'];['n-p---mn-']
Κλειτορίων;['Κλειτόριος'];['n-p---mg-']
ἀπεδέξατο;['ἀποδέχομαι'];['v3saim---']
Κυδαντίδῃ;['Κυδαντίδης'];['n-s---fd-']
